,index,country,location,latitude,longitude,soil,pH,crop,sowing_year,sowing_month,harvest_year,harvest_month,yield_ct,yield_nt,P,E,PB,Tave,Tmax,Tmin,ST
41,1891,Belgium,Bottelare,50.96,3.75,,6.4,maize,2007,4,2007,10,19724.0,14345.0,451.2,394.576,56.624,14.41429,21.57546,7.03612,Loam
42,1892,Belgium,Bottelare,50.96,3.75,,6.4,maize,2008,4,2008,10,17862.0,15724.0,442.1,389.641,52.459,14.05714,22.64814,4.93024,Loam
43,1893,Belgium,Bottelare,50.96,3.75,,6.4,maize,2009,4,2009,10,15310.0,10827.0,395.6,410.027,-14.427,14.91429,25.15449,7.44097,Loam
44,1894,Belgium,Bottelare,50.96,3.75,,6.4,maize,2010,4,2010,10,17035.0,14000.0,505.2,402.331,102.869,13.95714,25.63255,4.55366,Loam
45,1895,Belgium,Bottelare,50.96,3.75,,6.4,maize,2011,4,2011,10,18000.0,13862.0,396.5,402.597,-6.097,14.97143,22.05579,8.05933,Loam
46,1896,Belgium,Bottelare,50.96,3.75,,6.4,maize,2012,4,2012,10,17448.0,5586.0,569.6,395.69,173.91,13.97143,24.65389,4.65975,Loam
47,1897,Belgium,Bottelare,50.96,3.75,,6.4,maize,2013,4,2013,10,21448.0,13241.0,470.0,392.08,77.92,14.2,25.22462,4.67208,Loam
48,1898,Belgium,Bottelare,50.96,3.75,,6.4,maize,2014,4,2014,10,16000.0,11379.0,575.1,397.018,178.082,14.98571,23.71685,7.31197,Loam
49,1899,Belgium,Bottelare,50.96,3.75,,6.4,maize,2015,4,2015,10,21310.0,20207.0,384.5,405.906,-21.406,14.14286,24.6333,4.59678,Loam
50,243,Belgium,Maulde,50.62,3.57,Luvisol,6.8,maize,2008,4,2008,10,11800.0,13300.0,526.4,393.164,133.236,14.11429,23.12823,4.51994,Loam
51,164,Bolivia,Santa Cruz,-17.85,-63.0,Typic Haplustalf, ,maize,1993,10,1993,4,2780.0,1690.0,598.3,837.715,-239.415,29.97143,31.69535,19.33568,Clay loam
52,285,Brazil,Lages,-27.78,-50.3,silty clay,4.5 to 5.1,maize,2013,11,2014,4,6310.0,6240.0,994.9,634.678,360.222,22.91667,27.469,12.71711,Clay
53,286,Brazil,Lages,-27.78,-50.3,silty clay,4.5 to 5.1,maize,2014,11,2015,4,6400.0,5860.0,1220.1,617.722,602.378,22.71667,26.71177,12.57553,Clay
54,918,Brazil,"Parana, Londrina, Embrapa Soybean experiment station",-23.18,-51.18,Eutroferric Red Latosol,5.5,maize,1991,11,1991,4,4380.0,3138.0,1574.3,706.494,867.806,25.96667,31.36874,16.4265,Clay
55,919,Brazil,"Parana, Londrina, Embrapa Soybean experiment station",-23.18,-51.18,Eutroferric Red Latosol,5.5,maize,1994,11,1994,4,7666.0,5195.0,1127.4,705.97,421.43,26.3,30.80348,15.64812,Clay
56,920,Brazil,"Parana, Londrina, Embrapa Soybean experiment station",-23.18,-51.18,Eutroferric Red Latosol,5.5,maize,1998,11,1998,4,6220.0,6526.0,883.2,728.03,155.17,26.08333,29.34542,16.69589,Clay
57,921,Brazil,"Parana, Londrina, Embrapa Soybean experiment station",-23.18,-51.18,Eutroferric Red Latosol,5.5,maize,2002,11,2002,4,8624.0,8420.0,1003.4,727.617,275.783,27.03333,31.52832,17.43721,Clay
58,922,Brazil,"Parana, Londrina, Embrapa Soybean experiment station",-23.18,-51.18,Eutroferric Red Latosol,5.5,maize,2006,11,2006,4,5845.0,4474.0,1277.0,716.387,560.613,27.0,30.74439,19.56731,Clay
59,923,Brazil,"Parana, Londrina, Embrapa Soybean experiment station",-23.18,-51.18,Eutroferric Red Latosol,5.5,maize,2010,11,2010,4,7005.0,6753.0,1073.4,705.208,368.192,25.66667,31.14505,17.61165,Clay
60,3296,Brazil,Planaltina,-15.59,-47.7,Latosol,,maize,2001,11,2002,4,7600.0,8200.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
61,3297,Brazil,Planaltina,-15.59,-47.7,Latosol,,maize,2001,11,2002,4,7200.0,9400.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
62,3298,Brazil,Planaltina,-15.59,-47.7,Latosol,,maize,2001,11,2002,4,8200.0,7500.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437,Sandy clay
