Year,Field,Plot_No,SMU,Core_No,Tillage,Depth,Lab_No,TotalN.perc,TotalC.perc,InorganicC.perc,OrganicC.perc,pH,Delta_C13,atom_pct
2005,70,47800,107/507,9,Plow,60 to 90,G36,0.03,0.56,0.26,0.3,7.59,-11.79,1.0983
2005,70,47800,107/507,10,Plow,60 to 90,G40,0.03,0.28,0.02,0.26,7.99,-2.78,1.1082
2005,70,47800,107/507,11,Plow,60 to 90,G44,0.04,0.53,0.02,0.51,6.45,-16.37,1.0932
2005,70,47800,107/507,12,Plow,60 to 90,G48,0.05,0.65,0.06,0.59,6.89,-16.47,1.0931
2005,70,47809,138B,13,Disk,60 to 90,G52,0.03,1.48,1.25,0.23,7.13,-16.59,1.093
2005,70,47809,138B,14,Disk,60 to 90,G56,0.04,0.31,0.04,0.27,7.74,-11.68,1.0984
2005,70,47809,138B,15,Disk,60 to 90,G60,0.03,1.99,1.66,0.33,5.64,-16.59,1.093
2005,70,47809,138B,16,Disk,60 to 90,G64,0.05,0.49,0.04,0.45,5.56,-16.69,1.0929
2005,70,47808,107/507,17,Till,60 to 90,G68,0.05,0.59,0.03,0.56,6.08,-16.55,1.093
2005,70,47808,138B,18,Till,60 to 90,G72,0.08,1.26,0.03,1.23,6.55,-16.75,1.0928
2005,70,47808,138B,19,Till,60 to 90,G76,0.16,2.4,0.04,2.36,5.02,-16.69,1.0929
2005,70,47808,107/507,20,Till,60 to 90,G80,0.04,1.06,0.59,0.47,5.81,-17.27,1.0922
2005,70,47801,107/507,21,Chisel,60 to 90,G84,0.04,0.49,0.03,0.46,5.77,-17.17,1.0923
2005,70,47801,107/507,22,Chisel,60 to 90,G88,0.05,0.7,0.09,0.61,7.4,-6.87,1.1037
2005,70,47801,107/507,23,Chisel,60 to 90,G92,0.05,0.65,0.15,0.5,6.09,-16.98,1.0926
2005,70,47801,107/507,24,Chisel,60 to 90,G96,0.04,0.36,0.05,0.31,6.58,-15.68,1.094
2005,70,47798,107/507,25,Chisel,60 to 90,G100,0.04,0.36,0.05,0.31,6.64,-16.1,1.0935
2005,70,47798,138B,26,Chisel,60 to 90,G104,0.03,1.54,1.47,0.07,7.66,-3.81,1.107
2005,70,47798,138B,27,Chisel,60 to 90,G108,0.04,1.2,0.71,0.49,6.19,-16.06,1.0936
2005,70,47798,138B,28,Chisel,60 to 90,G112,0.04,1.83,1.36,0.47,5.62,-16.63,1.0929
2005,70,47791,138B,29,Plow,60 to 90,G116,0.05,1.15,0.68,0.47,6.41,-16.4,1.0932
2005,70,47791,107/507,30,Plow,60 to 90,G120,0.05,1.59,1.12,0.47,7.13,-9.42,1.1009
2005,70,47791,107/507,31,Plow,60 to 90,G124,0.04,2.11,1.6,0.51,6.48,-16.07,1.0936
2005,70,47791,107/507,32,Plow,60 to 90,G128,0.03,2.22,2.17,0.05,5.85,-17.24,1.0923
2005,70,47792,107/507,33,Slot,60 to 90,G132,0.05,0.78,0.04,0.74,6.46,-16.58,1.093
2005,70,47792,107/507,34,Slot,60 to 90,G136,0.14,2.27,0.04,2.23,6.83,-16.62,1.093
2005,70,47792,107/507,35,Slot,60 to 90,G140,0.05,0.94,0.03,0.91,6.48,-16.38,1.0932
2005,70,47792,107/507,36,Slot,60 to 90,G144,0.06,0.73,0.04,0.69,6.21,-16.36,1.0932
2005,70,47797,107/507,37,Till,60 to 90,G148,0.03,1.97,1.76,0.21,6.18,-15.79,1.0939
2005,70,47797,107/507,38,Till,60 to 90,G152,0.04,0.33,0.05,0.28,6.93,-8.33,1.1021
2005,70,47797,107/507,39,Till,60 to 90,G156,0.04,0.32,0.001,0.32,6.28,-15.26,1.0944
2005,70,47797,107/507,40,Till,60 to 90,G160,0.03,0.38,0.001,0.38,5.85,-15.85,1.0938
2005,70,47802,138B,41,Disk,60 to 90,G164,0.05,0.48,0.001,0.48,5.82,-15.44,1.0942
2005,70,47802,138B,42,Disk,60 to 90,G168,0.06,0.78,0.001,0.78,7.24,-5.37,1.1053
2005,70,47802,107/507,43,Disk,60 to 90,G172,0.04,0.42,0.001,0.42,6.58,-15.3,1.0944
2005,70,47802,107/507,44,Disk,60 to 90,G176,0.04,0.51,0.001,0.51,6,-16.33,1.0933
2005,70,47807,107/507,45,Chisel,60 to 90,G180,0.02,1.87,1.95,-0.08,6.3,-16.6,1.093
2005,70,47807,138B,46,Chisel,60 to 90,G184,0.04,2.03,1.34,0.69,6.77,-16.7,1.0929
2005,70,47807,138B,47,Chisel,60 to 90,G188,0.03,0.41,0.001,0.41,6.12,-16.47,1.0931
2005,70,47807,107/507,48,Chisel,60 to 90,G192,0.05,0.63,0.001,0.63,5.7,-17.17,1.0923
2005,70,47806,138B,49,Plow,60 to 90,G196,0.03,0.57,0.61,-0.04,6.26,-15.86,1.0938
2005,70,47806,138B,50,Plow,60 to 90,G200,0.03,3.34,2.44,0.9,6.74,-16.93,1.0926
2005,70,47806,107/507,51,Plow,60 to 90,G204,0.03,2.78,2.45,0.33,6.61,-16.74,1.0928
2005,70,47803,107/507,52,Slot,60 to 90,G208,0.05,0.85,0.36,0.49,6.72,-16.61,1.093
2005,70,47803,138B,53,Slot,60 to 90,G212,0.05,0.99,0.53,0.46,6.8,-15.51,1.0942
2005,70,47803,138B,54,Slot,60 to 90,G216,0.04,1.44,1.44,0,6.64,-16.05,1.0936
2005,70,47803,138B,55,Slot,60 to 90,G220,0.03,1.38,1.41,-0.03,6.44,-16.25,1.0934
2005,70,47796,138B,56,Plow,60 to 90,G224,0.04,1.34,1.15,0.19,6.19,-16.5,1.0931
2005,70,47796,138B,57,Plow,60 to 90,G228,0.04,1.79,1.7,0.09,6.07,-16.43,1.0932
2005,70,47796,138B,58,Plow,60 to 90,G232,0.01,2.38,2.55,-0.17,6.68,-16.28,1.0933
2005,70,47796,138B,59,Plow,60 to 90,G236,0.02,0.94,0.69,0.25,6.43,-16.25,1.0934
2005,70,47793,107/507,60,Till,60 to 90,G240,0.02,1.48,1.37,0.11,6.79,-16.31,1.0933
2005,70,47793,107/507,61,Till,60 to 90,G244,0.02,2.03,1.89,0.14,6.89,-15.85,1.0938
2005,70,47793,107/507,62,Till,60 to 90,G248,0.02,0.45,0.2,0.25,7.56,-2.6,1.1084
2005,70,47793,107/507,63,Till,60 to 90,G252,0.03,0.43,0.03,0.4,6,-15.7,1.094
2005,70,47794,107/507,64,Chisel,60 to 90,G256,0.02,0.75,0.51,0.24,6.05,-16.45,1.0931
2005,70,47794,107/507,65,Chisel,60 to 90,G260,0.02,1.36,1.19,0.17,6.33,-15.7,1.094
2005,70,47794,107/507,66,Chisel,60 to 90,G264,0.03,0.86,0.52,0.34,7.56,-4.39,1.1064
2005,70,47794,107/507,67,Chisel,60 to 90,G268,0.04,0.55,0.01,0.54,5.94,-17,1.0925
2005,70,47795,107/507,68,Disk,60 to 90,G272,0.02,0.6,0.28,0.32,6.05,-16.41,1.0932
2005,70,47795,107/507,69,Disk,60 to 90,G276,0.03,1.14,0.85,0.29,6.56,-16.19,1.0934
2005,70,47795,107/507,70,Disk,60 to 90,G280,0.04,0.54,0.06,0.48,6.93,-16.77,1.0928
2005,70,47795,107/507,71,Disk,60 to 90,G284,0.06,0.76,0.001,0.76,5.95,-15.98,1.0937
2005,70,47804,107/507,72,Till,60 to 90,G288,0.1,1.64,0.02,1.62,5.99,-16.28,1.0933
2005,70,47804,107/507,73,Till,60 to 90,G292,0.02,0.27,0.03,0.24,6.58,-16.51,1.0931
2005,70,47804,107/507,74,Till,60 to 90,G296,0.03,1.52,1.17,0.35,7.43,-6.11,1.1045
2005,70,47804,107/507,75,Till,60 to 90,G300,0.04,1.34,1.01,0.33,7.14,-15.66,1.094
2005,70,47805,107/507,76,Slot,60 to 90,G304,0.05,0.68,0.04,0.64,7.57,-13.87,1.096
2005,70,47805,107/507,77,Slot,60 to 90,G308,0.03,0.91,0.65,0.26,7.87,-3.06,1.1079
2005,70,47805,107/507,78,Slot,60 to 90,G312,0.03,2.86,2.55,0.31,8.01,-1.73,1.1093
2005,71,47810,107/507,79,Slot,0 to 15,G313,0.16,2.29,0.02,2.27,6.43,-16.82,1.0927
2005,71,47810,107/507,80,Slot,0 to 15,G317,0.19,2.72,0.001,2.72,6.61,-17.29,1.0922
2005,71,47810,107/507,81,Slot,0 to 15,G321,0.23,2.85,0.001,2.85,7.35,-11.14,1.099
2005,71,47810,107/507,82,Slot,0 to 15,G325,0.22,3.25,0.001,3.25,7.9,-1.82,1.1092
2005,71,47819,107/507,83,Slot,0 to 15,G329,0.17,2.39,0.01,2.38,6.61,-16.8,1.0928
2005,71,47819,107/507,84,Slot,0 to 15,G333,0.18,2.54,0.02,2.52,7.03,-16.58,1.093
2005,71,47819,107/507,85,Slot,0 to 15,G337,0.18,2.61,0.01,2.6,7.72,-7.37,1.1031
2005,71,47819,107/507,86,Slot,0 to 15,G341,0.18,2.52,0.01,2.51,8.04,-1.67,1.1094
2005,71,47820,107/507,87,Disk,0 to 15,G345,0.17,2.56,0.02,2.54,6.21,-17.58,1.0919
2005,71,47820,107/507,88,Disk,0 to 15,G349,0.2,3.06,0.01,3.05,6.48,-17.65,1.0918
2005,71,47820,107/507,89,Disk,0 to 15,G353,0.2,3.12,0.04,3.08,7.16,-14.97,1.0948
2005,71,47820,107/507,90,Disk,0 to 15,G357,0.2,2.71,0.04,2.67,7.84,-2.16,1.1088
2005,71,47829,107/507,91,Slot,0 to 15,G361,0.27,3.73,0.04,3.69,6.6,-17.38,1.0921
2005,71,47829,107/507,92,Slot,0 to 15,G365,0.22,3.09,0.03,3.06,6.93,-16.41,1.0932
2005,71,47829,107/507,93,Slot,0 to 15,G369,0.16,2.12,0.04,2.08,6.69,-17.58,1.0919
2005,71,47829,138B,94,Slot,0 to 15,G373,0.15,1.86,0.03,1.83,6.81,-17.21,1.0923
2005,71,47828,138B,95,Chisel,0 to 15,G377,0.16,2.03,0.03,2,5.7,-16.57,1.093
2005,71,47828,107/507,96,Chisel,0 to 15,G381,0.18,2.61,0.07,2.54,5.49,-16.12,1.0935
2005,71,47828,107/507,97,Chisel,0 to 15,G385,0.25,3.47,0.02,3.45,6.35,-15.78,1.0939
2005,71,47828,107/507,98,Chisel,0 to 15,G389,0.27,3.72,0.04,3.68,7.65,-3.18,1.1077
2005,71,47821,107/507,99,Plow,0 to 15,G393,0.13,1.65,0.07,1.58,5.72,-16.77,1.0928
2005,71,47821,138B,100,Plow,0 to 15,G397,0.14,1.79,0.07,1.72,5.56,-15.39,1.0943
2005,71,47821,138B,101,Plow,0 to 15,G401,0.16,2.16,0.001,2.16,5.97,-16.44,1.0931
2005,71,47821,138B,102,Plow,0 to 15,G405,0.13,1.74,0.001,1.74,7.32,-4.35,1.1064
2005,71,47818,107/507,103,Disk,0 to 15,G409,0.17,2.28,0.001,2.28,5.81,-16.17,1.0934
2005,71,47818,107/507,104,Disk,0 to 15,G413,0.16,2.22,0.001,2.22,5.44,-15.49,1.0942
2005,71,47818,107/507,105,Disk,0 to 15,G417,0.14,1.71,0.001,1.71,6.53,-16.6,1.093
2005,71,47818,138B,106,Disk,0 to 15,G421,0.13,1.65,0.001,1.65,7.66,-1.95,1.1091
2005,71,47811,107/507,107,Plow,0 to 15,G425,0.17,2.56,0.001,2.56,5.9,-16.48,1.0931
2005,71,47811,107/507,108,Plow,0 to 15,G429,0.17,2.49,0.001,2.49,5.78,-15.88,1.0938
2005,71,47811,107/507,109,Plow,0 to 15,G433,0.17,2.48,0.001,2.48,6.33,-16.23,1.0934
2005,71,47811,107/507,110,Plow,0 to 15,G437,0.12,1.62,0.001,1.62,7.02,-10.66,1.0995
2005,71,47812,107/507,111,Till,0 to 15,G441,0.2,3.04,0.001,3.04,6.08,-16.56,1.093
2005,71,47812,107/507,112,Till,0 to 15,G445,0.17,2.6,0.001,2.6,6.34,-15.5,1.0942
2005,71,47812,107/507,113,Till,0 to 15,G449,0.16,2.33,0.001,2.33,6.38,-14.13,1.0957
2005,71,47812,107/507,114,Till,0 to 15,G453,0.14,2.12,0.001,2.12,7.04,-16.89,1.0927
2005,71,47817,138B,115,Plow,0 to 15,G457,0.13,1.77,0.001,1.77,5.33,-16.8,1.0928
2005,71,47817,107/507,116,Plow,0 to 15,G461,0.14,1.97,0.001,1.97,5.85,-15.84,1.0938
2005,71,47817,107/507,117,Plow,0 to 15,G465,0.16,2.35,0.001,2.35,6.42,-16.51,1.0931
2005,71,47817,107/507,118,Plow,0 to 15,G469,0.14,2,0.001,2,6.63,-16.9,1.0926
2005,71,47822,138B,119,Slot,0 to 15,G473,0.17,2.34,0.001,2.34,5.49,-16.97,1.0926
2005,71,47822,138B,120,Slot,0 to 15,G477,0.16,2.18,0.001,2.18,5.89,-16.01,1.0936
2005,71,47822,138B,121,Slot,0 to 15,G481,0.14,1.76,0.001,1.76,6.28,-16.39,1.0932
2005,71,47822,138B,122,Slot,0 to 15,G485,0.15,1.98,0.001,1.98,6.88,-16.23,1.0934
2005,71,47827,107/507,123,Till,0 to 15,G489,0.24,3.4,0.001,3.4,5.87,-17.57,1.0919
2005,71,47827,107/507,124,Till,0 to 15,G493,0.23,3.44,0.001,3.44,6.16,-18.21,1.0912
2005,71,47827,107/507,125,Till,0 to 15,G497,0.23,3.29,0.001,3.29,7.14,-14.79,1.095
2005,71,47827,138B,126,Till,0 to 15,G501,0.2,2.99,0.001,2.99,7.88,-2.91,1.108
2005,71,47826,138B,127,Disk,0 to 15,G505,0.16,2.14,0.001,2.14,5.87,-17.47,1.092
2005,71,47826,107/507,128,Disk,0 to 15,G509,0.14,1.99,0.001,1.99,5.94,-17.28,1.0922
2005,71,47826,107/507,129,Disk,0 to 15,G513,0.22,2.88,0.001,2.88,6.4,-16.66,1.0929
2005,71,47826,107/507,130,Disk,0 to 15,G517,0.24,3.29,0.001,3.29,7.09,-15.54,1.0941
2005,71,47823,138B,131,Chisel,0 to 15,G521,0.16,2.13,0.001,2.13,6.27,-17.89,1.0916
2005,71,47823,138B,132,Chisel,0 to 15,G525,0.14,2.07,0.001,2.07,5.89,-17.33,1.0922
2005,71,47823,138B,133,Chisel,0 to 15,G529,0.15,1.94,0.001,1.94,6.8,-16.25,1.0934
2005,71,47823,138B,134,Chisel,0 to 15,G533,0.17,2.28,0.001,2.28,7.72,-4.79,1.106
2005,71,47816,107/507,135,Till,0 to 15,G537,0.2,2.7,0.001,2.7,5.65,-17.61,1.0919
2005,71,47816,107/507,136,Till,0 to 15,G541,0.17,2.3,0.001,2.3,5.87,-16.44,1.0931
2005,71,47816,138B,137,Till,0 to 15,G545,0.16,2.05,0.001,2.05,5.97,-16.47,1.0931
2005,71,47816,138B,138,Till,0 to 15,G549,0.18,1.97,0.001,1.97,7.12,-14.01,1.0958
2005,71,47813,107/507,139,Chisel,0 to 15,G553,0.19,2.4,0.001,2.4,5.29,-17.59,1.0919
2005,71,47813,107/507,140,Chisel,0 to 15,G557,0.17,2.06,0.001,2.06,5.26,-16.89,1.0927
2005,71,47813,107/507,141,Chisel,0 to 15,G561,0.22,2.72,0.001,2.72,5.76,-17.59,1.0919
2005,71,47813,107/507,142,Chisel,0 to 15,G565,0.2,2.53,0.001,2.53,7.46,-8.11,1.1023
2005,71,47814,107/507,143,Disk,0 to 15,G569,0.21,2.53,0.001,2.53,5.67,-17.55,1.0919
2005,71,47814,107/507,144,Disk,0 to 15,G573,0.22,2.88,0.001,2.88,5.34,-16.71,1.0929
2005,71,47814,107/507,145,Disk,0 to 15,G577,0.22,2.75,0.001,2.75,5.71,-16.62,1.093
2005,71,47814,138B,146,Disk,0 to 15,G581,0.21,2.69,0.001,2.69,7.54,-9.75,1.1005
2005,71,47815,138B,147,Chisel,0 to 15,G585,0.17,1.99,0.001,1.99,6.13,-17.31,1.0922
2005,71,47815,138B,148,Chisel,0 to 15,G589,0.16,1.77,0.001,1.77,6.04,-17.8,1.0917
2005,71,47815,138B,149,Chisel,0 to 15,G593,0.17,1.9,0.001,1.9,6.67,-16.09,1.0935
2005,71,47815,138B,150,Chisel,0 to 15,G597,0.21,2.34,0.001,2.34,7.77,-3.38,1.1075
2005,71,47824,138B,151,Till,0 to 15,G601,0.16,1.79,0.001,1.79,6,-17.45,1.092
2005,71,47824,138B,152,Till,0 to 15,G605,0.18,2.03,0.001,2.03,5.9,-17.23,1.0923
2005,71,47824,138B,153,Till,0 to 15,G609,0.16,1.71,0.001,1.71,6.37,-16.56,1.093
2005,71,47824,107/507,154,Till,0 to 15,G613,0.15,1.65,0.001,1.65,7.1,-13.78,1.0961
2005,71,47825,107/507,155,Plow,0 to 15,G617,0.21,2.54,0.001,2.54,5.61,-17.62,1.0918
2005,71,47825,138B,156,Plow,0 to 15,G621,0.21,2.67,0.001,2.67,5.58,-17.53,1.0919
2005,71,47825,138B,157,Plow,0 to 15,G625,0.18,2.11,0.001,2.11,6.29,-17.23,1.0923
2005,71,47825,138B,158,Plow,0 to 15,G629,0.14,1.52,0.001,1.52,6.76,-17.23,1.0923
2005,71,47810,107/507,79,Slot,15 to 30,G314,0.1,1.35,0.01,1.34,5.91,-16.38,1.0932
2005,71,47810,107/507,80,Slot,15 to 30,G318,0.12,1.73,0.001,1.73,6.05,-16.73,1.0928
2005,71,47810,107/507,81,Slot,15 to 30,G322,0.17,2.25,0.001,2.25,6.48,-16.75,1.0928
2005,71,47810,107/507,82,Slot,15 to 30,G326,0.16,2.26,0.01,2.25,7.75,-1.53,1.1095
2005,71,47819,107/507,83,Slot,15 to 30,G330,0.15,2.05,0.02,2.03,6.91,-16.96,1.0926
2005,71,47819,107/507,84,Slot,15 to 30,G334,0.14,1.92,0.02,1.9,6.9,-17.16,1.0924
2005,71,47819,107/507,85,Slot,15 to 30,G338,0.11,1.85,0.01,1.84,6.98,-17.42,1.0921
2005,71,47819,107/507,86,Slot,15 to 30,G342,0.13,1.9,0.02,1.88,7.8,-5.86,1.1048
2005,71,47820,107/507,87,Disk,15 to 30,G346,0.14,2.23,0.02,2.21,5.69,-16.35,1.0932
2005,71,47820,107/507,88,Disk,15 to 30,G350,0.16,2.7,0.01,2.69,5.7,-16.34,1.0933
2005,71,47820,107/507,89,Disk,15 to 30,G354,0.14,2.33,0.04,2.29,5.72,-15.82,1.0938
2005,71,47820,107/507,90,Disk,15 to 30,G358,0.12,1.6,0.03,1.57,5.92,-17.27,1.0922
2005,71,47829,107/507,91,Slot,15 to 30,G362,0.23,3.17,0.04,3.13,6.09,-16.9,1.0926
2005,71,47829,107/507,92,Slot,15 to 30,G366,0.17,2.42,0.03,2.39,5.9,-16.88,1.0927
2005,71,47829,107/507,93,Slot,15 to 30,G370,0.15,1.95,0.04,1.91,6.16,-17.14,1.0924
2005,71,47829,138B,94,Slot,15 to 30,G374,0.11,1.3,0.04,1.26,6.59,-17.91,1.0915
2005,71,47828,138B,95,Chisel,15 to 30,G378,0.13,1.6,0.04,1.56,5.79,-16.85,1.0927
2005,71,47828,107/507,96,Chisel,15 to 30,G382,0.05,0.52,0.07,0.45,5.81,-15.14,1.0946
2005,71,47828,107/507,97,Chisel,15 to 30,G386,0.21,2.94,0.07,2.87,6.2,-17.41,1.0921
2005,71,47828,107/507,98,Chisel,15 to 30,G390,0.32,4.1,0.02,4.08,7.38,-7.17,1.1033
2005,71,47821,107/507,99,Plow,15 to 30,G394,0.12,1.52,0.07,1.45,5.77,-15.93,1.0937
2005,71,47821,138B,100,Plow,15 to 30,G398,0.12,1.56,0.07,1.49,5.53,-15.06,1.0947
2005,71,47821,138B,101,Plow,15 to 30,G402,0.18,2.37,0.001,2.37,6.36,-15.05,1.0947
2005,71,47821,138B,102,Plow,15 to 30,G406,0.14,1.73,0.001,1.73,6.56,-17.46,1.092
2005,71,47818,107/507,103,Disk,15 to 30,G410,0.14,1.93,0.001,1.93,5.42,-17.24,1.0923
2005,71,47818,107/507,104,Disk,15 to 30,G414,0.17,2.58,0.001,2.58,5.32,-17.22,1.0923
2005,71,47818,107/507,105,Disk,15 to 30,G418,0.13,1.76,0.001,1.76,5.95,-16.75,1.0928
2005,71,47818,138B,106,Disk,15 to 30,G422,0.13,1.59,0.001,1.59,6.26,-17.57,1.0919
2005,71,47811,107/507,107,Plow,15 to 30,G426,0.16,2.38,0.001,2.38,5.31,-17.21,1.0923
2005,71,47811,107/507,108,Plow,15 to 30,G430,0.14,2.05,0.001,2.05,5.28,-16.61,1.093
2005,71,47811,107/507,109,Plow,15 to 30,G434,0.17,2.44,0.001,2.44,5.93,-16.87,1.0927
2005,71,47811,107/507,110,Plow,15 to 30,G438,0.1,1.24,0.001,1.24,7.67,-2.56,1.1084
2005,71,47812,107/507,111,Till,15 to 30,G442,0.17,2.65,0.001,2.65,6.16,-17.28,1.0922
2005,71,47812,107/507,112,Till,15 to 30,G446,0.12,1.86,0.001,1.86,6.11,-16.88,1.0927
2005,71,47812,107/507,113,Till,15 to 30,G450,0.08,1.23,0.001,1.23,6.77,-17.58,1.0919
2005,71,47812,107/507,114,Till,15 to 30,G454,0.13,1.99,0.001,1.99,7.02,-16.72,1.0928
2005,71,47817,138B,115,Plow,15 to 30,G458,0.14,1.82,0.001,1.82,6.54,-17.22,1.0923
2005,71,47817,107/507,116,Plow,15 to 30,G462,0.14,2.08,0.001,2.08,6.54,-17.59,1.0919
2005,71,47817,107/507,117,Plow,15 to 30,G466,0.14,2.17,0.001,2.17,6.59,-17.86,1.0916
2005,71,47817,107/507,118,Plow,15 to 30,G470,0.13,1.85,0.001,1.85,7.03,-17.4,1.0921
2005,71,47822,138B,119,Slot,15 to 30,G474,0.16,2.22,0.001,2.22,6.49,-17.64,1.0918
2005,71,47822,138B,120,Slot,15 to 30,G478,0.11,1.64,0.001,1.64,6.49,-17.39,1.0921
2005,71,47822,138B,121,Slot,15 to 30,G482,0.1,1.44,0.001,1.44,6.83,-18.27,1.0911
2005,71,47822,138B,122,Slot,15 to 30,G486,0.13,1.66,0.001,1.66,7.05,-17.91,1.0915
2005,71,47827,107/507,123,Till,15 to 30,G490,0.27,3.97,0.001,3.97,6.67,-17.88,1.0916
2005,71,47827,107/507,124,Till,15 to 30,G494,0.24,3.54,0.001,3.54,6.67,-14.57,1.0952
2005,71,47827,107/507,125,Till,15 to 30,G498,0.2,2.85,0.001,2.85,6.87,-17.89,1.0916
2005,71,47827,138B,126,Till,15 to 30,G502,0.2,2.87,0.001,2.87,7.47,-3.63,1.1072
2005,71,47826,138B,127,Disk,15 to 30,G506,0.13,1.71,0.001,1.71,6.64,-18.4,1.091
2005,71,47826,107/507,128,Disk,15 to 30,G510,0.12,1.68,0.001,1.68,5.85,-19.11,1.0902
2005,71,47826,107/507,129,Disk,15 to 30,G514,0.13,1.84,0.001,1.84,6.42,-17.38,1.0921
2005,71,47826,107/507,130,Disk,15 to 30,G518,0.2,2.69,0.001,2.69,6.76,-18.17,1.0912
2005,71,47823,138B,131,Chisel,15 to 30,G522,0.14,1.96,0.001,1.96,6.44,-17.85,1.0916
2005,71,47823,138B,132,Chisel,15 to 30,G526,0.13,1.74,0.001,1.74,6.7,-16.68,1.0929
2005,71,47823,138B,133,Chisel,15 to 30,G530,0.11,1.44,0.001,1.44,6.56,-16.96,1.0926
2005,71,47823,138B,134,Chisel,15 to 30,G534,0.13,1.74,0.001,1.74,7.32,-10.64,1.0995
2005,71,47816,107/507,135,Till,15 to 30,G538,0.17,2.42,0.001,2.42,6.38,-17.69,1.0918
2005,71,47816,107/507,136,Till,15 to 30,G542,0.15,2.05,0.001,2.05,6.56,-16.68,1.0929
2005,71,47816,138B,137,Till,15 to 30,G546,0.17,2.1,0.001,2.1,6.7,-18.06,1.0914
2005,71,47816,138B,138,Till,15 to 30,G550,0.12,1.33,0.001,1.33,7.36,-11.38,1.0987
2005,71,47813,107/507,139,Chisel,15 to 30,G554,0.18,2.47,0.001,2.47,5.74,-17.65,1.0918
2005,71,47813,107/507,140,Chisel,15 to 30,G558,0.15,1.81,0.001,1.81,5.73,-16.45,1.0931
2005,71,47813,107/507,141,Chisel,15 to 30,G562,0.14,1.7,0.001,1.7,6.32,-16.4,1.0932
2005,71,47813,107/507,142,Chisel,15 to 30,G566,0.17,2.11,0.001,2.11,6.66,-20.03,1.0892
2005,71,47814,107/507,143,Disk,15 to 30,G570,0.14,1.69,0.001,1.69,6.33,-17.25,1.0923
2005,71,47814,107/507,144,Disk,15 to 30,G574,0.19,2.51,0.001,2.51,6.16,-18.14,1.0913
2005,71,47814,107/507,145,Disk,15 to 30,G578,0.17,2.01,0.001,2.01,6.16,-16.53,1.093
2005,71,47814,138B,146,Disk,15 to 30,G582,0.2,2.59,0.001,2.59,6.8,-17.46,1.092
2005,71,47815,138B,147,Chisel,15 to 30,G586,0.19,2.17,0.001,2.17,6.11,-17.73,1.0917
2005,71,47815,138B,148,Chisel,15 to 30,G590,0.17,1.88,0.001,1.88,6.02,-17.35,1.0921
2005,71,47815,138B,149,Chisel,15 to 30,G594,0.18,1.97,0.001,1.97,5.97,-16.46,1.0931
2005,71,47815,138B,150,Chisel,15 to 30,G598,0.17,2,0.001,2,6.5,-19.18,1.0901
2005,71,47824,138B,151,Till,15 to 30,G602,0.16,1.78,0.001,1.78,5.81,-17.12,1.0924
2005,71,47824,138B,152,Till,15 to 30,G606,0.12,1.26,0.001,1.26,5.89,-16.87,1.0927
2005,71,47824,138B,153,Till,15 to 30,G610,0.12,1.26,0.001,1.26,6.14,-16.39,1.0932
2005,71,47824,107/507,154,Till,15 to 30,G614,0.13,1.4,0.001,1.4,6.53,-17.19,1.0923
2005,71,47825,107/507,155,Plow,15 to 30,G618,0.21,2.64,0.001,2.64,6.17,-17.64,1.0918
2005,71,47825,138B,156,Plow,15 to 30,G622,0.21,2.63,0.001,2.63,6.11,-17.83,1.0916
2005,71,47825,138B,157,Plow,15 to 30,G626,0.18,2.13,0.001,2.13,6.12,-17.93,1.0915
2005,71,47825,138B,158,Plow,15 to 30,G630,0.14,1.44,0.001,1.44,6.81,-18.52,1.0909
2005,71,47810,107/507,79,Slot,30 to 60,G315,0.04,0.72,0.17,0.55,6.58,-18.31,1.0911
2005,71,47810,107/507,80,Slot,30 to 60,G319,0.04,1.16,0.47,0.69,5.34,-17.71,1.0918
2005,71,47810,107/507,81,Slot,30 to 60,G323,0.04,0.61,0.04,0.57,5.51,-17.71,1.0918
2005,71,47810,107/507,82,Slot,30 to 60,G327,0.19,2.98,0.001,2.98,5.79,-18.39,1.091
2005,71,47819,107/507,83,Slot,30 to 60,G331,0.07,0.83,0.001,0.83,5.84,-17.3,1.0922
2005,71,47819,107/507,84,Slot,30 to 60,G335,0.07,0.98,0.01,0.97,4.99,-16.82,1.0927
2005,71,47819,107/507,85,Slot,30 to 60,G339,0.06,0.84,0.02,0.82,5.9,-16.9,1.0926
2005,71,47819,107/507,86,Slot,30 to 60,G343,0.07,0.98,0.02,0.96,7.56,-8.72,1.1016
2005,71,47820,107/507,87,Disk,30 to 60,G347,0.04,0.46,0.05,0.41,6.87,-17.81,1.0916
2005,71,47820,107/507,88,Disk,30 to 60,G351,0.07,1.21,0.001,1.21,6.82,-17.05,1.0925
2005,71,47820,107/507,89,Disk,30 to 60,G355,0.05,0.85,0.04,0.81,6.92,-16.15,1.0935
2005,71,47820,107/507,90,Disk,30 to 60,G359,0.07,0.81,0.14,0.67,7.34,-12.65,1.0973
2005,71,47829,107/507,91,Slot,30 to 60,G363,0.09,1.34,0.03,1.31,6.12,-17.8,1.0917
2005,71,47829,107/507,92,Slot,30 to 60,G367,0.07,0.79,0.04,0.75,5.17,-16.78,1.0928
2005,71,47829,107/507,93,Slot,30 to 60,G371,0.09,1.13,0.04,1.09,5.95,-15.96,1.0937
2005,71,47829,138B,94,Slot,30 to 60,G375,0.07,0.78,0.03,0.75,6.68,-17.84,1.0916
