,Year,Plot Num,Treatment Num,Stover Harvest,BioChar History,Tillage,Replicate,Sample Num,Depth,Collect Date,TotalC.perc,TotalN.perc,InorganicC.perc,OrgC.perc,OrganicMatter.perc,pH
0,2016,101E,18,High,Yes ,Chisel,1,#1,0 to 15,2017-03-23 00:00:00,3.13,0.23,,,4,7.3
1,2016,103E,13,,Yes ,Chisel,1,#21,0 to 15,2017-03-23 00:00:00,2.39,0.19,,,3.9,7.3
2,2016,104E,16,Moderate,Yes ,Chisel,1,#31,0 to 15,2017-03-23 00:00:00,2.24,0.16,,,4.1,7.6
3,2016,107E,15,Moderate,Yes ,Chisel,1,#61,0 to 15,2017-03-23 00:00:00,1.58,0.16,,,3.3,7.3
4,2016,109E,17,High,Yes ,Chisel,1,#81,0 to 15,2017-03-23 00:00:00,0.81,0.09,,,3.4,7.6
5,2016,110E,3,Moderate,No,Chisel,1,#91,0 to 15,2017-03-23 00:00:00,0.76,0.07,,,3.8,6.7
6,2016,115E,1,,No,Chisel,1,#141,0 to 15,2017-03-23 00:00:00,0.35,0.05,< 0.03,0.34,3.7,6.5
7,2016,116E,4,Moderate,No,No-till,1,#151,0 to 15,2017-03-23 00:00:00,0.54,0.04,0.29,0.25,3.7,6.5
8,2016,117E,14,,Yes ,Chisel,1,#161,0 to 15,2017-03-23 00:00:00,0.42,0.05,< 0.03,0.41,3.9,7.2
9,2016,119E,5,High,No,Chisel,1,#181,0 to 15,2017-03-23 00:00:00,0.52,0.06,0.04,0.48,3,6.4
10,2016,120E,6,High,No,No-till,1,#191,0 to 15,2017-03-23 00:00:00,0.44,0.05,< 0.03,0.42,3.1,6.8
11,2016,201E,6,High,No,No-till,2,#221,0 to 15,2017-03-23 00:00:00,1.61,0.05,1.23,0.38,4.1,6.3
12,2016,202E,13,,Yes ,Chisel,2,#231,0 to 15,2017-03-23 00:00:00,0.93,0.03,0.65,0.27,3.3,6.8
13,2016,204E,16,Moderate,Yes ,Chisel,2,#251,0 to 15,2017-03-23 00:00:00,0.71,0.04,1.55,-0.84,2.9,7.3
14,2016,205E,18,High,Yes ,Chisel,2,#261,0 to 15,2017-03-23 00:00:00,0.55,0.04,0.28,0.27,2.7,6.9
15,2016,206E,4,Moderate,No,No-till,2,#271,0 to 15,2017-03-23 00:00:00,0.23,0.04,< 0.03,0.22,2.9,5.7
16,2016,207E,5,High,No,Chisel,2,#281,0 to 15,2017-03-23 00:00:00,2.7,0.04,2.66,0.05,2.3,7.1
17,2016,208E,14,High,Yes ,Chisel,2,#291,0 to 15,2017-03-23 00:00:00,1.95,0.03,1.82,0.13,3.3,7.3
18,2016,210E,17,High,Yes ,Chisel,2,#311,0 to 15,2017-03-23 00:00:00,2.19,0.04,2.07,0.12,2.6,7.3
19,2016,211E,15,Moderate,Yes ,Chisel,2,#321,0 to 15,2017-03-23 00:00:00,1.91,0.03,1.88,0.03,2.7,7.1
20,2016,213E,3,Moderate,No,Chisel,2,#341,0 to 15,2017-03-23 00:00:00,2.24,0.03,2.21,0.03,2.6,7.4
21,2016,216E,14,,Yes ,Chisel,2,#371,0 to 15,2017-03-23 00:00:00,0.23,0.03,< 0.03,0.22,4.3,6.4
22,2016,301E,15,Moderate,Yes ,Chisel,3,#441,0 to 15,2017-03-23 00:00:00,2.38,0.04,2.22,0.16,2.9,7.1
23,2016,304E,4,Moderate,No,No-till,3,#451,0 to 15,2017-03-23 00:00:00,1.59,0.03,1.48,0.11,3,5.6
24,2016,305E,3,Moderate,No,Chisel,3,#481,0 to 15,2017-03-23 00:00:00,0.16,0.04,< 0.03,0.16,3.3,6.6
25,2016,307E,5,High,No,Chisel,3,#501,0 to 15,2017-03-23 00:00:00,0.24,0.03,< 0.03,0.24,4,7.1
26,2016,311E,17,High,Yes ,Chisel,3,#511,0 to 15,2017-03-23 00:00:00,2.61,0.21,,,4.2,6.1
27,2016,312E,18,High,Yes ,Chisel,3,#551,0 to 15,2017-03-23 00:00:00,2.7,0.16,,,3,7.4
28,2016,315E,14,,Yes ,Chisel,3,#581,0 to 15,2017-03-23 00:00:00,2.79,0.21,,,,
29,2016,319E,16,Moderate,Yes ,Chisel,3,#621,0 to 15,2017-03-23 00:00:00,3.21,0.2,,,,
30,2016,320E,13,,Yes ,Chisel,3,#631,0 to 15,2017-03-23 00:00:00,2.08,0.18,,,,
31,2016,321E,6,High,No,No-till,3,#641,0 to 15,2017-03-23 00:00:00,1.89,0.16,,,,
32,2016,322E,1,,No,Chisel,3,#651,0 to 15,2017-03-23 00:00:00,2.52,0.21,,,,
33,2016,402E,5,High,No,Chisel,4,#671,0 to 15,2017-03-23 00:00:00,2.09,0.17,,,,
34,2016,403E,16,Moderate,Yes ,Chisel,4,#681,0 to 15,2017-03-23 00:00:00,2.64,0.17,,,,
35,2016,405E,3,Moderate,No,Chisel,4,#701,0 to 15,2017-03-23 00:00:00,2.91,0.21,,,,
36,2016,406E,18,High,Yes ,Chisel,4,#711,0 to 15,2017-03-23 00:00:00,3.27,0.2,,,,
37,2016,407E,17,High,Yes ,Chisel,4,#721,0 to 15,2017-03-23 00:00:00,2.1,0.17,,,,
38,2016,411E,6,High,No,No-till,4,#761,0 to 15,2017-03-23 00:00:00,2.71,0.21,,,,
39,2016,413E,14,,Yes ,Chisel,4,#781,0 to 15,2017-03-23 00:00:00,2.86,0.19,,,,
40,2016,414E,4,Moderate,No,No-till,4,#791,0 to 15,2017-03-23 00:00:00,2.47,0.21,,,,
41,2016,418E,15,Moderate,Yes ,Chisel,4,#831,0 to 15,2017-03-23 00:00:00,2.06,0.16,,,,
42,2016,419E,13,,Yes ,Chisel,4,#841,0 to 15,2017-03-23 00:00:00,2.26,0.18,,,,
43,2016,420E,1,,No,Chisel,4,#851,0 to 15,2017-03-23 00:00:00,2.22,0.2,,,,
