,Year,Plot Num,Treatment Num,Stover Harvest,BioChar History,Tillage,Depth,Replicate,Collect Date,TotalC.perc,TotalN.perc,InorganicC.perc,OrgC.perc,OrganicMatter.perc,pH
0,2017,102,21,Moderate,No,No-Till,90 to 120,1,2018-07-09 00:00:00,2.07,0.06,1.8,0.27,0.6,8.2
1,2017,105,9,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,0.2,0.05,0.07,0.13,0.8,7.9
2,2017,106,2,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,1.96,0.04,1.68,0.28,0.6,8.2
3,2017,108,10,Moderate,No,No-Till,90 to 120,1,2018-07-09 00:00:00,0.42,0.04,0.3,0.12,0.6,8.1
4,2017,111,22,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,2.21,0.06,1.89,0.32,0.8,8.1
5,2017,112,19,Moderate,No,No-Till,90 to 120,1,2018-07-09 00:00:00,2.51,< 0.01,2.09,0.42,0.5,8.4
6,2017,113,20,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,2.69,0.04,2.39,0.3,0.7,8.2
7,2017,114,7,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,2.25,0.05,1.96,0.29,0.7,8.2
8,2017,118,11,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,0.91,0.05,0.73,0.18,0.7,8.0
9,2017,121,12,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,2.05,0.04,1.98,0.07,0.5,8.3
10,2017,122,8,High,No,No-Till,90 to 120,1,2018-07-09 00:00:00,0.53,0.08,0.1,0.43,1.1,7.1
11,2017,203,19,Moderate,No,No-Till,90 to 120,2,2018-07-09 00:00:00,2.08,0.03,1.86,0.22,0.6,8.3
12,2017,209,7,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,2.12,0.04,2.21,-0.09,0.5,8.3
13,2017,212,12,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,2.31,0.04,2.3,0.01,0.6,8.3
14,2017,214,20,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,1.49,0.04,1.37,0.12,0.4,8.3
15,2017,215,21,Moderate,No,No-Till,90 to 120,2,2018-07-09 00:00:00,1.12,0.05,0.93,0.19,0.6,8.2
16,2017,217,9,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,0.24,0.06,< 0.03,0.22,1.1,7.7
17,2017,218,8,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,2.22,0.06,2,0.22,0.6,8.3
18,2017,219,2,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,2.15,0.03,2.16,-0.01,0.5,8.3
19,2017,220,11,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,2.1,0.03,1.96,0.14,0.6,8.3
20,2017,221,10,Moderate,No,No-Till,90 to 120,2,2018-07-09 00:00:00,0.25,0.04,0.13,0.12,0.6,7.5
21,2017,222,22,High,No,No-Till,90 to 120,2,2018-07-09 00:00:00,1.18,0.05,1.06,0.12,0.9,8.1
22,2017,302,19,Moderate,No,No-Till,90 to 120,3,2018-07-09 00:00:00,2.12,0.05,2.57,-0.45,0.6,8.3
23,2017,303,22,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,2.36,0.03,2.41,-0.05,0.7,8.2
24,2017,306,21,Moderate,No,No-Till,90 to 120,3,2018-07-09 00:00:00,0.63,0.08,0.06,0.57,1.5,7.5
25,2017,308,20,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,2.4,0.03,2.37,0.03,0.6,8.2
26,2017,309,9,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,2.12,0.03,2.26,-0.14,0.6,8.1
27,2017,310,8,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,2.12,0.04,1.9,0.22,0.6,8.2
28,2017,313,11,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,1.99,0.04,2.01,-0.02,0.6,8.2
29,2017,314,12,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,2.17,0.03,2.12,0.05,0.5,8.3
30,2017,316,7,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,1.37,0.04,0.96,0.41,0.7,8.1
31,2017,317,10,Moderate,No,No-Till,90 to 120,3,2018-07-09 00:00:00,0.14,0.04,0.05,0.09,0.7,7.3
32,2017,318,2,High,No,No-Till,90 to 120,3,2018-07-09 00:00:00,0.14,0.05,0.04,0.1,0.7,7.5
33,2017,401,9,High,No,No-Till,90 to 120,4,2018-07-09 00:00:00,1.81,0.03,2.09,-0.28,0.6,8.2
34,2017,404,11,High,No,No-Till,90 to 120,4,2018-07-09 00:00:00,1.33,0.03,1.29,0.04,0.6,8.3
35,2017,408,7,High,No,No-Till,90 to 120,4,2018-07-09 00:00:00,2.09,0.04,2.3,-0.21,0.6,8.3
36,2017,409,19,Moderate,No,No-Till,90 to 120,4,2018-07-09 00:00:00,1.18,0.03,1.12,0.06,0.4,8.4
37,2017,410,10,Moderate,No,No-Till,90 to 120,4,2018-07-09 00:00:00,2.14,0.04,2.17,-0.03,0.6,8.3
38,2017,412,21,Moderate,No,No-Till,90 to 120,4,2018-07-09 00:00:00,1.83,0.02,2.08,-0.25,0.6,8.3
39,2017,415,8,High,No,No-Till,90 to 120,4,2018-07-09 00:00:00,0.24,0.05,0.12,0.12,0.7,7.2
40,2017,416,20,High,No,No-Till,90 to 120,4,2018-07-09 00:00:00,2.37,0.04,2.24,0.13,0.6,8.3
41,2017,417,22,High,No,No-Till,90 to 120,4,2018-07-09 00:00:00,2.19,0.05,2.13,0.06,0.6,8.3
