,Year,Plot Num,Treatment Num,Stover Harvest,BioChar History,Tillage,Depth,Replicate,Bulk Density ,TotalC.perc,TotalN.perc,InorganicC.perc,OrgC.perc,pH
0,2012,115W,1,,No,Chisel,90 to 120,1,1.6492615379613167,2.19,0.03,1.74,0.45,8.2
1,2012,110W,3,Moderate,No,Chisel,90 to 120,1,1.5369618049588565,2.26,0.03,2.18,0.08,8.2
2,2012,116W,4,Moderate,No,No-till,90 to 120,1,1.7774560943850142,0.9,0.04,0.64,0.26,8.1
3,2012,119W,5,High,No,Chisel,90 to 120,1,1.740065426928934,1.56,0.04,1.11,0.45,7.8
4,2012,120W,6,High,No,No-till,90 to 120,1,1.5906300645316422,0.22,0.04,< 0.03,0.22,7.3
5,2012,103W,13,,Yes ,Chisel,90 to 120,1,1.5121884626824336,0.78,0.07,0.04,0.74,7.9
6,2012,117W,14,,Yes ,Chisel,90 to 120,1,1.7358725952691987,0.98,0.04,0.54,0.44,8.2
7,2012,107W,15,Moderate,Yes ,Chisel,90 to 120,1,1.5687286029578604,0.51,0.05,0.14,0.37,7.8
8,2012,104W,16,Moderate,Yes ,Chisel,90 to 120,1,1.6717513249048384,0.28,0.03,0.1,0.18,7.9
9,2012,109W,17,High,Yes ,Chisel,90 to 120,1,1.6947512968504914,0.43,0.02,0.29,0.14,7.9
10,2012,101W,18,High,Yes ,Chisel,90 to 120,1,1.8491068292150081,2.09,0.03,2.21,0.0,8.1
11,2012,208W,1,Moderate,No,Chisel,90 to 120,2,1.929784730865078,1.94,0.04,2.07,0.0,8.4
12,2012,213W,3,Moderate,No,No-till,90 to 120,2,1.85482883527243,1.59,0.03,1.53,0.06000000000000005,8.0
13,2012,206W,4,High,No,Chisel,90 to 120,2,1.7697749551040063,1.65,0.04,1.3,0.34999999999999987,8.3
14,2012,207W,5,High,No,No-till,90 to 120,2,1.4427610384950658,0.98,0.05,0.61,0.37,7.8
15,2012,201W,6,,Yes ,Chisel,90 to 120,2,1.7769885935913938,1.43,0.05,1.27,0.15999999999999992,8.2
16,2012,202W,13,High,Yes ,Chisel,90 to 120,2,1.6649305049322516,1.35,0.05,1.11,0.24,8.2
17,2012,202W,13,,Yes ,Chisel,90 to 120,2,1.6649305049322516,1.35,0.05,1.11,0.24,8.2
18,2012,216W,14,Moderate,Yes ,Chisel,90 to 120,2,1.707778150654761,0.29,0.04,0.06,0.22999999999999998,7.9
19,2012,211W,15,Moderate,Yes ,Chisel,90 to 120,2,1.7449972577324222,2.28,0.03,1.93,0.34999999999999987,7.8
20,2012,204W,16,High,Yes ,Chisel,90 to 120,2,1.8221764135227658,2.18,0.06,1.97,0.2100000000000002,8.4
21,2012,205W,18,High,Yes ,Chisel,90 to 120,2,1.6602868675454463,0.25,0.07,< 0.03,0.25,6.9
22,2012,322W,1,,No,Chisel,90 to 120,3,1.4655712480287952,1.15,0.03,0.98,,8.2
23,2012,305W,3,Moderate,No,Chisel,90 to 120,3,1.802292835546819,1.78,0.02,1.97,0.0,8.3
24,2012,304W,4,Moderate,No,No-till,90 to 120,3,1.8317495695700992,2.33,0.03,1.98,,8.0
25,2012,307W,5,High,No,Chisel,90 to 120,3,1.680977986326711,1.83,0.03,1.64,,8.2
26,2012,321W,6,High,No,No-till,90 to 120,3,2.019694993645932,2.08,0.03,2.24,0.0,8.3
27,2012,320W,13,,Yes ,Chisel,90 to 120,3,2.0325591156915435,2.27,0.03,2.26,,8.4
28,2012,315W,14,,Yes ,Chisel,90 to 120,3,1.9926232405821769,2.33,0.04,2.17,,7.8
29,2012,301W,15,Moderate,Yes ,Chisel,90 to 120,3,1.3259508030109008,1.56,0.04,1.34,,8.0
30,2012,319W,16,Moderate,Yes ,Chisel,90 to 120,3,1.8497934194216046,1.65,0.04,1.67,0.0,8.3
31,2012,311W,17,High,Yes ,Chisel,90 to 120,3,1.951934303716422,2.15,0.04,1.94,,8.1
32,2012,312W,18,High,Yes ,Chisel,90 to 120,3,1.7180625040081638,2.95,0.04,2.91,,8.2
33,2012,420W,1,,No,Chisel,90 to 120,4,1.863537288176865,2.16,0.03,1.99,0.17,8.3
34,2012,405W,3,Moderate,No,Chisel,90 to 120,4,1.5312143153086069,0.53,0.03,0.41,0.12,8.0
35,2012,414W,4,Moderate,No,No-till,90 to 120,4,1.929046861826549,2.67,0.04,2.34,0.33,8.4
36,2012,402W,5,High,No,Chisel,90 to 120,4,1.8124001542160513,1.92,0.03,1.85,0.07,8.1
37,2012,411W,6,High,No,No-till,90 to 120,4,1.773124180973037,0.22,0.04,< 0.03,0.22,7.7
38,2012,419W,13,,Yes ,Chisel,90 to 120,4,1.9401335423001227,2.24,0.04,2.01,0.23,8.4
39,2012,413W,14,,Yes ,Chisel,90 to 120,4,1.9724743950326271,2.54,0.03,2.32,0.22,8.4
40,2012,418W,15,Moderate,Yes ,Chisel,90 to 120,4,2.0244760950123073,2.09,0.04,1.39,0.7,8.5
41,2012,403W,16,Moderate,Yes ,Chisel,90 to 120,4,1.6078923392734479,1.64,0.03,1.57,0.07,8.2
42,2012,407W,17,High,Yes ,Chisel,90 to 120,4,1.8269431353482146,2.3,0.04,2.06,0.24,8.2
43,2012,406W,18,High,Yes ,Chisel,90 to 120,4,1.5745486593368057,0.3,0.04,< 0.03,0.3,7.6
