country,name,longitude,latitude,created_at,soil_type_name
USA,Oklahoma,-98.01,35.54,2024-07-20T10:12:30.458597,Loam
USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)",-97.13,35.07,2024-07-20T10:12:30.460539,Loam
USA,"Oklahoma, Altus",-99.33,34.63,2024-07-20T10:12:30.462621,Loam
USA,"Oklahoma, Efaw",-94.82,33.88,2024-07-20T10:12:30.464913,Loam
USA,"Oklahoma, El Reno (USDA Grazinglands Research Laboratory)",-97.96,35.54,2024-07-20T10:12:30.466887,Loam
USA,"Oklahoma, Lahoma",-97.5,35.47,2024-07-20T10:12:30.469074,Loam
USA,"Oregon, Corvallis",-123.24,44.57,2024-07-20T10:12:30.471145,Loam
USA,"Oregon, Pendleton",-118.63,45.72,2024-07-20T10:12:30.473103,Loam
USA,"Oregon, Pendleton, CBARC",-118.6,45.7,2024-07-20T10:12:30.475189,Loam
USA,"Pennsylvania, Centre County",-77.95,40.73,2024-07-20T10:12:30.477256,Loam
USA,"Pennsylvania, Kutztown (Rodale Institute Experimental Farm)",-75.78,40.52,2024-07-20T10:12:30.479258,Loam
USA,"Pennsylvania, State College",-77.87,40.8,2024-07-20T10:12:30.481316,Loam
USA,"Perry, Illnois",-90.82,39.8,2024-07-20T10:12:30.483474,Loam
USA,Piedmont,-79.69,36.38,2024-07-20T10:12:30.485461,Loam
USA,"Sidnet, Montana",-104.27,47.77,2024-07-20T10:12:30.487652,Loam
USA,"South Carolina, Blackville",-81.55,34.58,2024-07-20T10:12:30.489645,Loam
USA,"South Carolina, Florence",-79.73,34.3,2024-07-20T10:12:30.491657,Loam
USA,"South Carolina, Florence",-80.22,34.48,2024-07-20T10:12:30.493735,Loam
USA,"South Dakota, Brookings",-96.79,44.31,2024-07-20T10:12:30.495758,Loam
USA,"Tennessee, Jackson (West Tennessee Experiment Station)",-88.85,35.62,2024-07-20T10:12:30.499838,Loam
USA,"Tennessee, Jackson (West Tennessee Research and Education Center?)",-88.85,35.63,2024-07-20T10:12:30.503073,Loam
USA,"Texas, Burleson County (Brazos River floodplain)",-96.43,30.54,2024-07-20T10:12:30.505166,Loam
USA,"Texas, Bushland (Conservation and Production Research Laboratory)",-102.08,35.18,2024-07-20T10:12:30.510716,Loam
USA,"Texas, Halfway",-101.95,34.18,2024-07-20T10:12:30.512978,Loam
USA,"Texas, Lubbock (Texas Agricultural Experiment Station)",-101.83,33.69,2024-07-20T10:12:30.514952,Sandy loam
USA,"Texas, Temple (Grassland Soil and Water Research Lab)",-97.33,31.08,2024-07-20T10:12:30.517031,Clay
USA,"Washington, Ritzville (Wellsandt farm)",-118.31,47.17,2024-07-20T10:12:30.519337,Loam
USA,"Wisconsin, Arena",-89.92,43.18,2024-07-20T10:12:30.521325,Loam
USA,"Wisconsin, Arlington",-89.37,43.33,2024-07-20T10:12:30.523392,Loam
USA,"Wisconsin, Arlington (Arlington Agricultural Research Station)",-89.35,43.3,2024-07-20T10:12:30.528533,Loam
USA,"Wisconsin, Janesville and Waunakee",-88.77,43.95,2024-07-20T10:12:30.530848,Loam
USA,"Wooster, Ohio",-83.25,40.42,2024-07-20T10:12:30.533141,Loam
Zimbabwe,Harare,31.17,-17.62,2024-07-20T10:12:30.535211,Sandy clay loam
Zimbabwe,"Harare, Domboshawa Training Centre",31.23,-19.58,2024-07-20T10:12:30.537268,Sandy loam
Zimbabwe,Mashonaland East province,31.65,-17.72,2024-07-20T10:12:30.539229,Sandy clay loam
Zimbabwe,Murewa,31.57,-17.82,2024-07-20T10:12:30.541142,Sandy loam
