year,month,2m_temperature,total_precipitation,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,surface_net_solar_radiation,surface_net_thermal_radiation,total_cloud_cover,2m_dewpoint_temperature,soil_temperature_level_3,volumetric_soil_water_layer_3,10m_u_component_of_wind,10m_v_component_of_wind,evaporation,surface_pressure,snowfall,location_country,location_name
1994,12,270.70996,0.003014119,534562.3,23169184.0,397690.62,-2458805.0,0.84267455,269.30786,274.06958,0.37757796,0.32862365,0.756424,-0.00014420497,95941.06,0.0023085515,Norway,"Kapp, Apelsvoll Research Centre"
2011,1,270.99487,5.568537e-06,11449152.0,18714722.0,9437154.0,-7323912.0,0.43547213,257.61523,276.65723,0.2570839,-0.26119477,0.16675049,-0.00026592822,101743.75,5.148656e-06,China,Henan Province
2011,2,276.01562,0.00073997024,13240213.0,21826370.0,10848906.0,-6269993.0,0.46715498,266.22998,276.81982,0.25143397,-0.8641899,-0.52951694,-0.00063561415,100889.94,0.00034643454,China,Henan Province
2011,3,282.64282,6.723478e-05,18940340.0,22453072.0,15394619.0,-8249249.0,0.3999009,266.9668,280.44385,0.22844803,0.24873602,0.25607634,-0.0011988126,100900.625,1.5234639e-07,China,Henan Province
2011,4,289.40625,0.00024438207,22924776.0,26073710.0,18691868.0,-8137586.0,0.3778907,276.18384,285.74805,0.23083633,-0.13751239,0.14226747,-0.0022024356,100044.94,8.116537e-05,China,Henan Province
2011,5,293.62134,0.0021007163,19633544.0,29894064.0,16303907.0,-6190507.0,0.6404394,284.10547,290.29248,0.24388665,0.16548103,0.11294317,-0.0030337148,99596.56,0.0,China,Henan Province
2011,6,300.5835,0.000929032,22756066.0,33516628.0,18558120.0,-6606827.0,0.5808174,289.0083,296.0249,0.2209081,-0.4856826,0.49536294,-0.002701997,98954.19,0.0,China,Henan Province
2011,7,301.67163,0.0025203978,19891022.0,35644732.0,16132379.0,-5312950.0,0.5765046,293.13647,299.09766,0.16002077,-0.38992423,-0.08425379,-0.0026136928,98876.375,0.0,China,Henan Province
2011,8,298.1482,0.0047532506,15899989.0,34587804.0,12948764.0,-3859354.0,0.5099457,293.91162,298.35278,0.19355154,-0.7276154,-0.8028465,-0.003266129,99328.69,0.0,China,Henan Province
2011,9,291.8606,0.006163828,11837097.0,31414576.0,9821543.0,-3966453.0,0.70041174,287.51294,294.886,0.2586202,-0.57819325,-1.0863199,-0.0023095554,100156.56,0.0,China,Henan Province
2011,10,288.7495,0.0009128242,13268165.0,27740968.0,11093845.0,-5954334.0,0.49132258,281.87183,291.89233,0.2966029,-0.033886548,-0.19816935,-0.0017974484,100675.5,0.0,China,Henan Province
2011,11,282.1494,0.0024313538,8193554.0,26392980.0,6733535.0,-4471437.0,0.60363656,277.2915,287.31885,0.30566943,-0.7669965,-1.1950817,-0.0009991552,101012.69,0.00030216458,China,Henan Province
2011,12,274.27856,0.00016059629,9313831.0,20996092.0,7662305.0,-6275071.0,0.43511057,268.47217,280.23022,0.32582265,-0.32451445,-0.18660367,-0.00060701603,101636.875,1.263221e-05,China,Henan Province
2012,1,272.55762,6.414432e-05,10527748.0,20535444.0,8694056.0,-6292055.0,0.47938597,266.70898,276.90356,0.31651098,-0.4630463,-0.27509445,-0.0005107771,101428.0,3.8581027e-05,China,Henan Province
2012,2,275.3269,1.2204661e-05,14057506.0,21166062.0,11724297.0,-6692142.0,0.5890599,264.30322,276.8374,0.294572,-0.79853356,0.08043486,-0.00082805404,101114.56,4.344891e-06,China,Henan Province
2012,3,281.56177,0.0007323418,16625608.0,24040436.0,13595131.0,-6505375.0,0.56202036,270.01758,279.78638,0.24237257,-0.5243555,-0.59278023,-0.0013116098,100703.94,5.79661e-05,China,Henan Province
2012,4,290.83936,0.0009978649,20024488.0,27710788.0,16357442.0,-7106147.0,0.5587848,279.70557,286.5808,0.22897375,0.012455516,0.13320166,-0.0021415714,99690.625,0.0,China,Henan Province
2012,5,296.34106,0.00033258763,22152428.0,30855800.0,18416258.0,-6713143.0,0.52039725,286.85107,291.98828,0.25479513,0.10227662,0.5704108,-0.0029965758,99583.69,0.0,China,Henan Province
2012,6,300.4724,0.0003985078,22894936.0,33153472.0,18657350.0,-7091719.0,0.4663977,287.52246,296.7815,0.23059148,-0.7691149,0.3278005,-0.0023814894,98921.375,0.0,China,Henan Province
2012,7,301.2942,0.0058906004,19277876.0,36022492.0,15624962.0,-4183794.0,0.5739901,295.2068,298.66675,0.20702666,-0.60435593,-0.025589153,-0.00374932,98840.125,0.0,China,Henan Province
2012,8,298.6731,0.0030796838,17738754.0,34318764.0,14425359.0,-4449864.0,0.5097516,293.43652,298.6682,0.19875705,-1.1526232,-1.3187952,-0.0034503017,99418.94,0.0,China,Henan Province
2012,9,294.4463,0.0017630085,15829335.0,30864228.0,13113798.0,-5748517.0,0.48012185,287.47583,296.6714,0.19272631,-0.48639733,-0.340434,-0.0022930917,100108.19,0.0,China,Henan Province
2012,10,290.33813,0.00018451906,14515089.0,27516404.0,12131989.0,-7127936.0,0.47875065,278.95288,293.92114,0.21208066,-0.036958404,-0.06789571,-0.0012472072,100473.56,0.0,China,Henan Province
2012,11,280.8833,0.0005440004,10647772.0,23111826.0,8863548.0,-6889844.0,0.42787027,269.88647,287.18042,0.22352391,0.35565686,0.005651325,-0.00074459706,100719.375,1.4875241e-06,China,Henan Province
2012,12,272.8457,0.00042113592,8625976.0,20547488.0,6869715.0,-6139859.0,0.44361287,264.4292,280.16113,0.22604537,-0.16798872,-0.1721744,-0.00030867453,101298.31,0.00039643212,China,Henan Province
2001,1,270.7954,0.00067065214,10451153.0,19620186.0,7773553.0,-6180714.0,0.4751907,263.2898,275.06274,0.3096965,0.29306448,-0.22276479,-0.00038602808,88228.0,0.000641963,China,"Xifeng, Qingyang City"
2001,2,274.72095,0.00088669173,12668885.0,21601784.0,9746077.0,-5704995.0,0.5730847,266.99194,274.96484,0.3096944,-0.059779506,-0.118195415,-0.0008121147,88241.56,0.00064658327,China,"Xifeng, Qingyang City"
2001,3,280.38843,0.00013320213,18712228.0,21418272.0,15578396.0,-8220458.0,0.455208,264.4463,277.95117,0.2633338,0.604297,-1.0473795,-0.0011863129,88045.06,9.536743e-07,China,"Xifeng, Qingyang City"
2001,4,284.74365,0.0015774353,17534182.0,25562684.0,14343999.0,-6402209.0,0.6067792,274.59497,282.219,0.21951884,-0.21454924,0.5746559,-0.0013334865,87894.56,0.00016181449,China,"Xifeng, Qingyang City"
2001,5,292.8435,0.00019948785,23698212.0,27142026.0,19512674.0,-8673381.0,0.6583723,276.3496,287.71094,0.20736706,-0.039919574,-0.065810084,-0.0018837585,87687.44,0.0,China,"Xifeng, Qingyang City"
2001,6,296.75024,0.0012933863,21434744.0,30550572.0,17741694.0,-7699130.0,0.635767,282.9917,292.80737,0.16831505,-0.58653885,0.6552077,-0.0015520984,87253.25,0.0,China,"Xifeng, Qingyang City"
2001,7,299.45288,0.0037820777,22820824.0,32525732.0,18958956.0,-7361068.0,0.45142996,287.6941,297.2495,0.1607517,-0.83106774,1.4127817,-0.0018224157,87218.31,0.0,China,"Xifeng, Qingyang City"
2001,8,295.5642,0.0036750236,17838082.0,31963508.0,14901838.0,-5318472.0,0.5803815,288.8286,296.16675,0.16722393,-1.0942974,1.4352856,-0.0026437936,87634.375,0.0,China,"Xifeng, Qingyang City"
2001,9,289.47388,0.006399676,9856308.0,30707196.0,8382835.0,-3281086.0,0.7486537,285.5923,291.80347,0.23856318,-1.2022419,0.8410595,-0.0019067889,88071.94,0.0,China,"Xifeng, Qingyang City"
2001,10,285.08325,0.0022488222,10661125.0,27431966.0,9134261.0,-4569444.0,0.6552981,280.56226,288.06372,0.3270309,-0.65579545,0.6722583,-0.0015554128,88335.06,0.0,China,"Xifeng, Qingyang City"
2001,11,277.48755,0.00032526092,10678960.0,22163920.0,9006079.0,-6329132.0,0.42526227,270.75,282.6714,0.31970924,-0.049140126,-0.24807817,-0.0009327838,88571.625,4.1420164e-05,China,"Xifeng, Qingyang City"
2001,12,271.021,0.00038298755,8523021.0,20142260.0,6869318.0,-5843752.0,0.5723735,263.00952,277.229,0.3053339,-1.559584e-05,-0.6506926,-0.00039223908,88826.0,0.0003756613,China,"Xifeng, Qingyang City"
1993,1,281.69385,0.0028986982,8695488.0,27243048.0,7358861.0,-3984104.0,0.69124097,277.26318,286.91626,0.4262209,-0.2114324,-0.47439378,-0.0010876302,99837.69,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,2,284.1316,0.002901277,13088555.0,26685992.0,11082362.0,-5269149.0,0.6195632,278.60107,286.0869,0.45987564,-0.08676016,0.13551033,-0.0017391036,99634.125,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,3,287.3584,0.0038830335,15715401.0,27997542.0,13214659.0,-5192868.0,0.50111735,281.0857,286.9148,0.46307665,-0.05379385,0.095465064,-0.00250889,99481.94,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,4,290.8286,0.00365776,20589838.0,28914776.0,17167932.0,-5999995.0,0.43017858,284.54736,289.85425,0.43415326,-0.094952345,1.5552301,-0.0036171821,99099.81,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,5,295.02808,0.0059428588,21094588.0,31769276.0,17570712.0,-5160439.0,0.47808003,289.51562,292.80835,0.3968603,-0.30791485,1.28267,-0.0042120703,99102.44,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,6,299.43408,0.0032448592,21216020.0,35305364.0,17688170.0,-4140795.0,0.6115951,294.84204,296.51978,0.3805586,-0.79845554,3.2823515,-0.0044097006,99163.69,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,7,302.42725,6.240611e-05,25849198.0,35175120.0,21479712.0,-6206898.0,0.36301857,294.04395,299.89893,0.35878175,-0.19048566,4.5902843,-0.004158113,99291.06,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,8,303.27588,0.00032869284,24541496.0,35697576.0,20450692.0,-6661096.0,0.33398128,292.71338,302.85913,0.334853,-0.3090828,2.890234,-0.0030805115,99356.06,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,9,299.45996,0.0016846994,20244212.0,33335958.0,16942690.0,-6677867.0,0.298595,289.52637,301.7556,0.29254782,-0.4352141,1.0634441,-0.00222412,99396.875,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,10,292.542,0.0026982639,14078614.0,30550960.0,11824375.0,-5649925.0,0.51704544,285.77393,298.115,0.3107875,-0.23403347,-0.011245258,-0.0018323234,99505.19,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,11,284.8806,0.0025150196,10740244.0,26926404.0,9077478.0,-5283211.0,0.5680059,278.67896,290.89355,0.33612448,-0.0528247,0.32015944,-0.001425097,99833.69,0.0,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1993,12,284.23706,0.0018378969,9116429.0,26600670.0,7723123.0,-5139984.0,0.60212564,277.70532,288.27246,0.32843208,0.46389085,0.16744465,-0.0011280444,99777.94,1.2006767e-06,USA,"Texas, Temple (Grassland Soil and Water Research Lab)"
1998,1,268.3911,0.001228187,7255137.0,21724274.0,3565832.0,-3582058.0,0.720728,265.7312,274.0017,0.33087713,0.5849882,-0.06652665,-0.0001081003,97047.94,0.000933483,USA,"Iowa, Carroll"
1998,2,273.26807,0.0021466431,8531983.0,24355096.0,4514754.0,-2747653.0,0.8396171,271.10742,273.4353,0.359819,0.12202847,0.016733013,-0.00040876307,96756.875,0.00082580745,USA,"Iowa, Carroll"
1998,3,272.05908,0.0027855635,13607890.0,23211116.0,5638586.0,-3376638.0,0.7480605,269.385,274.02222,0.38365322,0.3886323,-1.312336,-0.00065638754,97046.81,0.0015262137,USA,"Iowa, Carroll"
1998,4,283.38574,0.0036518052,17140384.0,26227168.0,14137256.0,-5363608.0,0.66176325,276.30298,280.04883,0.40395927,-0.48914796,-0.45016903,-0.002288788,96718.125,2.0736145e-05,USA,"Iowa, Carroll"
1998,5,292.07764,0.002554681,22246664.0,29869180.0,18238410.0,-5739670.0,0.512354,285.44604,286.65405,0.35441107,-0.36471748,0.6782325,-0.0035721748,96617.5,0.0,USA,"Iowa, Carroll"
1998,6,292.87134,0.006989334,20784546.0,31091370.0,16949204.0,-4890991.0,0.5520315,287.85156,289.6731,0.3608513,0.28795987,0.7737835,-0.0041589066,96568.44,0.0,USA,"Iowa, Carroll"
1998,7,296.47583,0.004062444,22581220.0,33203888.0,18129240.0,-4641048.0,0.5041789,292.45215,294.12158,0.3547436,-0.57770246,0.5550734,-0.0048093125,97150.5,0.0,USA,"Iowa, Carroll"
1998,8,295.66504,0.006403435,19287352.0,33021506.0,15399014.0,-4374861.0,0.523073,292.44995,294.44873,0.35298878,-0.55047876,0.9132825,-0.0040492043,97200.125,0.0,USA,"Iowa, Carroll"
1998,9,293.51025,0.00028913515,18799520.0,30149684.0,15332381.0,-6215588.0,0.259726,287.60034,294.24243,0.32898682,-0.19069582,1.0591316,-0.003087676,96948.81,0.0,USA,"Iowa, Carroll"
1998,10,285.14746,0.0025371884,10918329.0,26995896.0,8896408.0,-5364411.0,0.52312636,280.11548,289.5083,0.2912739,0.0015248351,1.5379715,-0.0013815619,97345.75,0.0,USA,"Iowa, Carroll"
1998,11,278.28613,0.0016240822,7576965.0,24260012.0,6107931.0,-5015994.0,0.60515076,273.87207,283.2976,0.31884366,0.8590217,0.8954265,-0.0006794608,97048.375,0.00040587503,USA,"Iowa, Carroll"
1998,12,271.83594,0.0003557182,6976265.0,20678696.0,5550939.0,-6033781.0,0.41901594,266.51416,279.90503,0.32371503,2.0810947,0.5850591,-0.00032953685,97484.75,0.00032139244,USA,"Iowa, Carroll"
1981,1,299.6565,0.00029151235,28606512.0,31273666.0,22888264.0,-10575536.0,0.23828733,282.08862,300.7827,0.13479894,-3.6722603,1.9926691,-0.00064155995,96208.0,0.0,Australia,"Western Australia, Merredin"
1981,2,296.77222,0.0013998547,25759212.0,30051872.0,20618466.0,-9810817.0,0.20476693,281.44727,300.26587,0.12549174,-2.941864,2.1839085,-0.0007704159,96259.19,0.0,Australia,"Western Australia, Merredin"
1981,3,296.9043,0.00029136194,23015750.0,29351016.0,18566644.0,-10322003.0,0.3138575,279.02466,299.80396,0.115844786,-1.5805187,0.38130867,-0.00038792752,96701.375,0.0,Australia,"Western Australia, Merredin"
1981,4,295.5796,0.00023665847,17246402.0,29705834.0,14032571.0,-8639069.0,0.47120672,281.15918,299.13257,0.11833018,-0.14519006,-0.22004706,-0.00032805814,96676.5,0.0,Australia,"Western Australia, Merredin"
1981,5,288.22144,0.0011111693,12495121.0,26817536.0,10334442.0,-7200974.0,0.41018128,278.4983,295.063,0.12066352,-0.3851397,-0.49917817,-0.00052766246,96729.875,0.0,Australia,"Western Australia, Merredin"
1981,6,282.42236,0.0010790532,10617636.0,24967828.0,8813436.0,-5915246.0,0.39228386,277.65186,287.29053,0.11903143,2.2081356,-0.7233689,-0.0010872877,96616.19,0.0,Australia,"Western Australia, Merredin"
1981,7,283.427,0.0018810497,10531372.0,25753024.0,8746297.0,-5690684.0,0.45290732,278.46997,286.1609,0.12140387,1.6223917,-0.61301863,-0.00073542516,96908.06,0.0,Australia,"Western Australia, Merredin"
1981,8,283.90283,0.0006944181,14154584.0,25175408.0,11697785.0,-6513651.0,0.33351666,278.30127,285.48877,0.13245028,2.364438,-0.1747781,-0.001423205,96759.19,0.0,Australia,"Western Australia, Merredin"
1981,9,289.6162,0.00018537755,19794866.0,26546388.0,16277426.0,-8811722.0,0.23277229,277.23535,289.79346,0.1362418,1.3532495,-0.37968433,-0.00047415262,96724.56,0.0,Australia,"Western Australia, Merredin"
1981,10,292.17798,0.00032309582,25745312.0,26816128.0,20985480.0,-10401324.0,0.3510633,275.31885,292.4546,0.13777721,0.6446734,0.7129608,-0.00061794906,96679.375,0.0,Australia,"Western Australia, Merredin"
1981,11,291.43042,0.00090063014,26621496.0,27412612.0,21483042.0,-9734846.0,0.28396374,278.0083,294.2036,0.13374901,-0.581678,1.760191,-0.0008133,96331.19,0.0,Australia,"Western Australia, Merredin"
1981,12,296.56616,0.00042996788,29942380.0,29270624.0,23938438.0,-11048376.0,0.27055836,279.37573,297.54077,0.12603962,-1.3937159,2.059885,-0.00045159133,96349.5,0.0,Australia,"Western Australia, Merredin"
2001,1,270.46924,0.004542347,8818460.0,21098008.0,5108326.0,-4222768.0,0.73151326,266.92578,276.33276,0.36124516,2.0154018,-0.23386574,-0.00051028864,95148.44,0.004186664,Japan,Fukushima
2001,2,271.7622,0.0021719679,12051353.0,21317612.0,7071755.0,-4481305.0,0.6986637,267.56763,276.0691,0.3427325,2.2225952,-0.29597932,-0.00069001527,95428.69,0.001868661,Japan,Fukushima
2001,3,275.135,0.003994871,15766303.0,22410184.0,10562886.0,-4903382.0,0.6435446,270.01904,275.91357,0.3676566,1.9704218,0.11047375,-0.0010914858,94839.69,0.002200177,Japan,Fukushima
2001,4,282.48145,0.00057390844,20789542.0,24606192.0,17095898.0,-5903954.0,0.55520445,275.61328,278.66235,0.381545,1.2845964,0.28830212,-0.0021697115,95391.81,2.1417654e-05,Japan,Fukushima
2001,5,288.00317,0.002112173,18673112.0,28668650.0,15978479.0,-4622559.0,0.6932046,282.6692,283.48682,0.30492628,0.50954276,0.4750194,-0.0026471943,95126.625,0.0,Japan,Fukushima
2001,6,291.41016,0.0071915574,15885029.0,31457150.0,13518841.0,-3479627.0,0.8039166,286.90942,287.19678,0.26395756,0.5863699,0.1848563,-0.0026058077,94896.94,0.0,Japan,Fukushima
2001,7,296.72754,0.0036121893,19965788.0,33923416.0,16928588.0,-3718718.0,0.70510054,292.40332,292.1377,0.29551536,0.60615253,0.16307688,-0.0038461934,95093.81,0.0,Japan,Fukushima
2001,8,294.42163,0.006063938,12861828.0,34199210.0,10897045.0,-2425232.0,0.84568775,291.42822,292.83984,0.27594852,-0.59734017,0.21572,-0.0023638918,95182.31,0.0,Japan,Fukushima
2001,9,291.55908,0.0050179586,12632762.0,31648992.0,10876299.0,-3347296.0,0.75404996,287.8872,291.69482,0.34132296,-0.18810505,0.16675723,-0.0024043198,95444.69,0.0,Japan,Fukushima
2001,10,285.979,0.004102193,10685967.0,27902174.0,9380814.0,-4344226.0,0.6305121,281.8225,287.4497,0.37699145,0.8511962,0.0052607507,-0.0016373703,95735.75,0.0,Japan,Fukushima
2001,11,279.78882,0.0019564196,8821647.0,24484022.0,7785888.0,-4886103.0,0.58318025,275.42065,282.60303,0.36570013,1.6991911,0.04829104,-0.0010886351,95502.06,9.220376e-05,Japan,Fukushima
2001,12,273.28735,0.0020441427,7781491.0,21953040.0,5697010.0,-4574619.0,0.6969817,269.26978,278.15283,0.3519289,2.4715881,-0.30974013,-0.00061394344,95532.81,0.0013647568,Japan,Fukushima
2004,1,276.9912,0.001943144,9593419.0,23817346.0,8029224.0,-4894196.0,0.5588274,272.11157,281.07593,0.34845865,-0.702911,-1.1594048,-0.00091257016,102081.375,1.9568353e-05,China,"Hubei province, Xiaonan County, Xushan Village"
2004,2,283.52222,0.0019235956,13979841.0,25237080.0,11708325.0,-6030543.0,0.49077946,276.06055,282.4668,0.33535933,-0.7095681,-0.38426077,-0.0016070441,101575.31,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,3,285.25,0.0014982971,14126131.0,27629064.0,11798658.0,-4676826.0,0.7489168,278.83862,284.7124,0.31354928,-0.7517845,-0.4749965,-0.0020370176,101388.31,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,4,292.55005,0.004323002,19306462.0,30341316.0,16139908.0,-5380824.0,0.62069666,285.56323,289.19263,0.28356433,-0.9143984,-0.14395255,-0.0032407518,100667.56,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,5,295.50708,0.004543837,19681390.0,32262560.0,16361985.0,-4872560.0,0.65341175,289.72437,292.69678,0.33320153,-0.26030487,-0.081970096,-0.003912825,100302.25,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,6,298.0171,0.012515664,18235672.0,34496784.0,15005324.0,-3855542.0,0.6970036,293.70508,295.1565,0.3585717,-0.59100956,0.07686055,-0.0038586825,100090.625,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,7,301.83447,0.006915722,19751836.0,36701324.0,16166280.0,-3497011.0,0.6326846,297.41895,298.8147,0.39163047,-0.37284046,1.8267775,-0.0048075803,99811.81,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,8,299.8413,0.006338235,16923856.0,36346416.0,13902702.0,-3080783.0,0.64861876,296.1211,299.53198,0.36560023,-1.1793509,-1.6222649,-0.0041293874,99945.5,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,9,296.65454,0.002795177,17344964.0,32802088.0,14423248.0,-4827679.0,0.4089228,291.16235,297.83276,0.34089476,-1.0404854,-1.2658939,-0.0035800964,100781.81,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,10,290.83008,0.00012955406,14602930.0,29008092.0,12272658.0,-5973195.0,0.42552793,284.09033,294.4558,0.2953837,-0.5817269,-1.7536345,-0.0020828499,101605.375,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,11,286.31885,0.0015797757,10995421.0,27341780.0,9250586.0,-5388730.0,0.50226647,280.86572,290.80127,0.28838342,-0.54752165,-0.84932244,-0.0013347163,101805.75,0.0,China,"Hubei province, Xiaonan County, Xushan Village"
2004,12,279.30737,0.0014242397,8967330.0,24639566.0,7469992.0,-5195458.0,0.54529965,273.9319,285.6748,0.28203446,-0.7272767,-2.051036,-0.0008786388,102086.56,0.00030316645,China,"Hubei province, Xiaonan County, Xushan Village"
2004,1,278.30273,0.0020844731,9660123.0,23978758.0,8145716.0,-5415365.0,0.5035102,273.0725,281.29028,0.29676586,0.2594077,0.40458328,-0.0006204217,98131.875,2.3723856e-05,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,2,278.06006,0.0019925225,12110776.0,23957988.0,10144481.0,-5236741.0,0.6206465,272.5005,278.4038,0.3328423,-0.4405172,0.16579616,-0.0009465772,98195.125,0.00023401441,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,3,286.88403,0.005220216,15346384.0,27556352.0,12900504.0,-5435847.0,0.5013891,279.35327,283.86182,0.37935317,-0.23841184,1.0082836,-0.001906936,98133.625,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,4,289.53052,0.0037898466,19228992.0,28702738.0,15958839.0,-5804849.0,0.5637012,283.0542,287.02588,0.35352772,-0.4581259,1.2473688,-0.0027593751,97720.31,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,5,295.31616,0.00090370234,22560354.0,31535424.0,18693604.0,-5844953.0,0.43016422,288.97412,291.5171,0.3448184,0.26686156,3.5090275,-0.0036698345,97561.19,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,6,297.2871,0.0062379166,20329260.0,33648188.0,16891940.0,-4726522.0,0.66889924,292.27246,295.07812,0.34498608,-1.152154,1.627718,-0.00373281,97722.875,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,7,299.31445,0.0042408295,23214100.0,34212796.0,19316416.0,-5356708.0,0.4939165,293.05835,297.45166,0.3501224,0.07103622,1.4440212,-0.0042854063,97693.56,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,8,298.33813,0.001534533,21912214.0,33173846.0,18317712.0,-5764543.0,0.41224104,291.802,297.33105,0.34310973,-0.2642699,1.3429832,-0.0038594243,97822.5,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,9,297.0923,0.0005089382,19871376.0,31561558.0,16710620.0,-6702297.0,0.31407976,288.71948,297.3711,0.29934555,-1.1406689,1.232624,-0.0027666532,97873.375,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,10,291.8767,0.0042676367,12845729.0,29956864.0,10846446.0,-5456965.0,0.4841534,286.29834,293.78394,0.28668356,-0.058894064,0.75517553,-0.0018889622,97598.625,0.0,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,11,284.32373,0.0045252666,7397762.0,28042388.0,6230019.0,-3930994.0,0.7267559,280.3352,289.1167,0.36528647,-0.33356142,-0.31934547,-0.00111351,98055.56,4.7083768e-06,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
2004,12,279.41968,0.00074400264,10243231.0,22490826.0,8602241.0,-7075983.0,0.340303,272.302,282.81934,0.38113952,0.65090907,0.71190333,-0.00081224926,98219.5,9.970175e-05,USA,"Oklahoma (Alfalfa, Garfield, Kingfisher)"
