year,month,2m_temperature,total_precipitation,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,surface_net_solar_radiation,surface_net_thermal_radiation,total_cloud_cover,2m_dewpoint_temperature,soil_temperature_level_3,volumetric_soil_water_layer_3,10m_u_component_of_wind,10m_v_component_of_wind,evaporation,surface_pressure,snowfall,location_country,location_name
1991,3,283.47705,0.0032529358,13721090.0,26306434.0,11162601.0,-4990339.0,0.644338,279.61646,281.96436,0.28579414,-0.06328237,0.23262995,-0.0016381743,95302.625,0.0,Spain,Agramunt
1991,4,283.43115,0.000970301,21477908.0,24469088.0,17398320.0,-7095879.0,0.45678025,276.68945,283.1206,0.27415073,0.8444525,0.13049525,-0.0024329005,95696.5,0.0,Spain,Agramunt
1991,5,287.1504,0.0013327154,23764764.0,26210812.0,19350896.0,-7327010.0,0.41030514,278.97168,285.40845,0.25057256,0.76551014,0.14810169,-0.0025161426,95840.125,2.6761637e-07,Spain,Agramunt
1991,6,293.3335,0.00051281485,26430672.0,29149776.0,21450532.0,-7883909.0,0.37558705,284.59888,291.10962,0.22995543,0.35186613,1.1363535,-0.0022675465,95875.375,0.0,Spain,Agramunt
1991,7,297.37305,0.00011213421,26599886.0,30385056.0,21414050.0,-8628232.0,0.27877384,286.1172,295.2976,0.21620667,0.23681426,1.1121264,-0.0019266161,95852.0,0.0,Spain,Agramunt
1991,8,298.14795,0.0007067113,22817676.0,31637784.0,18422632.0,-7731352.0,0.24442846,289.1726,297.12305,0.19733173,-0.47379464,0.78419554,-0.0017172594,95963.5,0.0,Spain,Agramunt
1991,9,293.6333,0.0025764604,17299852.0,30312036.0,14077059.0,-6368967.0,0.5021246,287.48413,296.22754,0.17451596,0.26405907,0.4377715,-0.0015942738,95894.06,0.0,Spain,Agramunt
1991,10,285.54346,0.0012881265,12679191.0,26081592.0,10439422.0,-6202742.0,0.421497,280.4026,290.06396,0.18495828,0.62054175,0.08145952,-0.0010940379,95789.875,0.0,Spain,Agramunt
1991,11,280.99634,0.0017325105,8498574.0,24372530.0,7097818.0,-5567330.0,0.4523945,277.48926,284.86377,0.20276463,1.3268375,0.02730554,-0.0006591093,95894.0,0.0,Spain,Agramunt
1991,12,278.41626,0.0010248644,6222265.0,23927500.0,5238363.0,-4856166.0,0.50562096,275.4768,281.65723,0.25861984,0.19153911,-0.34176064,-0.00050031417,96757.81,0.0,Spain,Agramunt
1997,1,271.75293,0.0011761242,9251840.0,21569500.0,7022864.0,-5120806.0,0.55099905,266.25342,275.63354,0.398054,1.1795626,0.016695715,-0.00042887917,98464.5,0.00059185294,USA,"Kansas, Bourbon County"
1997,2,276.51025,0.0056144632,10379713.0,24459152.0,8434087.0,-4036161.0,0.80337524,272.2495,275.23804,0.4143765,0.043147925,-0.5934592,-0.0007049509,98602.94,0.00045466213,USA,"Kansas, Bourbon County"
1997,3,282.20288,0.0024109574,17555574.0,24861792.0,14654644.0,-6265337.0,0.4275899,274.92432,279.55225,0.41460937,0.5838916,0.05171241,-0.0018731735,98300.25,3.8249083e-05,USA,"Kansas, Bourbon County"
1997,4,284.5786,0.0034330112,18307946.0,26675074.0,15043462.0,-5506608.0,0.6073219,277.12085,282.48535,0.40920442,-0.2337355,0.10914487,-0.002441051,98020.44,3.7294827e-05,USA,"Kansas, Bourbon County"
1997,5,290.09863,0.006130792,22796988.0,28674448.0,18676912.0,-6176478.0,0.52469707,282.4104,286.76416,0.36407065,0.28392386,0.08604807,-0.0034944904,98082.625,0.0,USA,"Kansas, Bourbon County"
1997,6,296.2351,0.0029557077,22753284.0,32755552.0,18647712.0,-5153482.0,0.56770265,290.65503,291.34424,0.37002409,-0.09526175,1.0748367,-0.003914438,97808.0,0.0,USA,"Kansas, Bourbon County"
1997,7,299.2849,0.0022485212,25475896.0,34128264.0,20941680.0,-5650873.0,0.42065972,292.9724,296.1289,0.3437925,-0.21506715,1.1485844,-0.004416179,98173.06,0.0,USA,"Kansas, Bourbon County"
1997,8,297.60986,0.0040669553,20338976.0,33674476.0,16783264.0,-5174070.0,0.52047294,291.5669,296.68896,0.3510006,0.10139942,1.0422554,-0.0034022995,98207.0,0.0,USA,"Kansas, Bourbon County"
1997,9,294.5569,0.0030199278,17563388.0,31667360.0,14629924.0,-5499400.0,0.4389935,288.79712,295.8308,0.36018252,-0.2824914,0.5037769,-0.0029189852,98152.125,0.0,USA,"Kansas, Bourbon County"
1997,10,288.1931,0.0039657466,12770786.0,28495524.0,10694758.0,-5441347.0,0.44688642,282.7627,291.89136,0.37977463,0.0021629683,1.7742338,-0.001976361,98193.0,4.290021e-06,USA,"Kansas, Bourbon County"
1997,11,279.38354,0.0020583034,8043687.0,25188900.0,6665648.0,-4645667.0,0.66093665,274.83398,284.0515,0.39663136,0.86445713,-0.12889123,-0.0008229534,98202.125,0.000105198225,USA,"Kansas, Bourbon County"
1997,12,274.6714,0.00278148,6859147.0,23424204.0,5304054.0,-4222020.0,0.6509301,271.31104,280.05005,0.4218709,0.74438816,-0.7689397,-0.00051682,98141.75,0.0010236257,USA,"Kansas, Bourbon County"
1987,1,276.53223,0.0007566251,11568720.0,21873184.0,8398049.0,-6546612.0,0.38112503,268.27124,279.6765,0.21088725,1.1889572,0.011060804,-0.0006588439,90180.375,0.00053256936,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,2,280.35205,0.0019726802,12776228.0,24478880.0,10045178.0,-5917933.0,0.6421701,273.01538,281.95898,0.17030174,-0.001971973,-0.08143103,-0.0006618649,90084.0,0.0006802762,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,3,282.0935,0.00053925347,20209914.0,23375194.0,16227278.0,-8259759.0,0.38204896,271.12183,283.5818,0.16193515,0.99729353,0.8790256,-0.0010921478,89994.875,0.00010710095,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,4,288.06128,0.0006459395,24277904.0,25332896.0,19349356.0,-9198987.0,0.37618893,273.2561,286.14575,0.16574389,0.5581267,0.05300451,-0.001385117,90359.5,0.0002063982,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,5,292.73242,0.0041021854,22110096.0,29650564.0,17674616.0,-7153988.0,0.5167617,284.05542,292.05298,0.19587874,0.27783126,1.1892719,-0.0020843085,90163.5,0.0,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,6,296.31372,0.0020207018,24668308.0,31711266.0,19709262.0,-6594095.0,0.48474944,289.16748,294.50073,0.22097439,-0.7375806,1.6343689,-0.0034120935,90391.44,0.0,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,7,298.38477,0.0012169131,25614524.0,32411466.0,20422696.0,-7200672.0,0.34659088,289.84302,297.65332,0.21415979,-0.04774404,3.6643896,-0.0029975267,90365.375,0.0,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,8,298.20728,0.0025258276,22470208.0,33068328.0,18006620.0,-6802465.0,0.4302029,289.50708,299.77783,0.2025913,-0.21317285,2.0518227,-0.0025740701,90421.56,0.0,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,9,293.46118,0.0024963692,19884172.0,29976980.0,15925957.0,-6658136.0,0.36952502,286.6958,296.19482,0.20386988,0.0005439229,1.6803093,-0.002975955,90423.5,0.0,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,10,289.4563,0.00020807536,16871772.0,27369074.0,13628961.0,-7642768.0,0.38558626,280.11255,293.65503,0.21090919,0.15549952,2.1780643,-0.0013973904,90564.75,0.0,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,11,282.14038,0.00036300067,12352052.0,24059070.0,10042570.0,-7391110.0,0.38275087,272.49805,289.3816,0.21267217,0.8617232,1.1750622,-0.000697081,90332.44,5.66827e-06,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
1987,12,277.55078,0.00223079,10813926.0,22454452.0,8090620.0,-6682985.0,0.3579703,268.57153,284.0476,0.20195717,1.0916481,0.58715737,-0.00045722886,90096.69,0.001018014,USA,"Texas, Lubbock (Texas Agricultural Experiment Station)"
2014,1,277.60767,0.002293008,4345575.0,25440000.0,3467059.0,-3399188.0,0.7922644,275.1277,279.96582,0.35483617,-0.30377764,0.7385638,-0.00038695592,99530.5,0.00094824145,Croatia,Stagnosols
2014,2,278.3662,0.0041587614,6476175.0,25667636.0,5378385.0,-3526834.0,0.75954586,275.73633,278.99463,0.39252925,-0.16409254,0.5506145,-0.00068274396,99608.06,1.6022095e-05,Croatia,Stagnosols
2014,3,283.19287,0.0009385778,13153548.0,25324776.0,11286485.0,-5917846.0,0.5102334,276.604,281.2102,0.36580628,-0.47876513,-0.3707307,-0.0015208665,99731.25,0.0,Croatia,Stagnosols
2014,4,286.3015,0.0032840327,16364857.0,27560032.0,13641396.0,-5239539.0,0.67092335,281.1643,284.12598,0.30170685,-0.14320123,-0.9234837,-0.0022853578,99399.19,1.6786871e-06,Croatia,Stagnosols
2014,5,288.76123,0.003940385,19353732.0,28512712.0,15686736.0,-5335606.0,0.54974955,283.0913,286.47095,0.33921242,0.6194869,-0.83156365,-0.003451882,99513.69,0.0,Croatia,Stagnosols
2014,6,293.44995,0.002466884,22443142.0,30282898.0,18232768.0,-6011372.0,0.5173769,286.28906,290.3711,0.26094425,-0.101888,-0.65104276,-0.0033927665,99689.06,0.0,Croatia,Stagnosols
2014,7,294.79736,0.004348267,20717104.0,31905340.0,16975352.0,-5186677.0,0.5814775,289.6831,292.60132,0.21071863,0.17733806,-0.18125868,-0.0035596092,99410.875,0.0,Croatia,Stagnosols
2014,8,293.2539,0.004459042,18052208.0,31377060.0,14915497.0,-4945474.0,0.5817827,288.7976,293.17065,0.25100607,-0.15196633,-0.33108538,-0.0033164541,99559.44,0.0,Croatia,Stagnosols
2014,9,289.56543,0.0069119073,10842739.0,30579924.0,9062509.0,-3759451.0,0.70013607,287.0559,290.8589,0.36762697,-0.07969546,-0.8053949,-0.0019839532,99803.875,0.0,Croatia,Stagnosols
2014,10,286.62012,0.0036068799,8637774.0,28773024.0,7315385.0,-4225585.0,0.586615,283.52466,288.7517,0.3749265,0.007913828,0.2855751,-0.0013144375,100028.69,0.0,Croatia,Stagnosols
2014,11,281.92456,0.0011951025,5218677.0,27309964.0,4497907.0,-3629485.0,0.74928427,279.68628,284.79907,0.37643844,-0.95129997,0.75343907,-0.0006004425,99857.06,0.0,Croatia,Stagnosols
2014,12,277.1377,0.0021295983,3795148.0,24446564.0,3141466.0,-4036115.0,0.6745635,274.3916,280.64795,0.3782553,0.2603073,-0.123273075,-0.00041398313,100078.25,0.00061609526,Croatia,Stagnosols
2009,1,266.0464,0.00056177704,8250540.0,19835388.0,5597433.0,-4603709.0,0.6157824,260.6245,273.83228,0.36881942,1.5931711,-0.47855026,-0.0002743688,99333.75,0.00046063517,USA,"Monmouth, Illinois"
2009,2,272.81445,0.0023146763,12249159.0,21004176.0,9700829.0,-5981925.0,0.46867555,266.99,273.01953,0.35793555,1.2085848,-0.08926821,-0.0006194883,99389.94,0.00025756634,USA,"Monmouth, Illinois"
2009,3,278.49536,0.0043642893,15290293.0,23846156.0,12581072.0,-5472930.0,0.56155324,271.97144,274.4961,0.39233053,-0.5943946,0.7970297,-0.001606605,99336.125,0.00021186755,USA,"Monmouth, Illinois"
2009,4,283.68433,0.004515134,17473512.0,26393260.0,14392044.0,-5142318.0,0.6626696,276.4204,279.57544,0.37832284,-0.13043392,-0.5863091,-0.0026081412,98910.75,4.145906e-05,USA,"Monmouth, Illinois"
2009,5,289.9524,0.0034453361,21320484.0,28779812.0,17377972.0,-5621864.0,0.62792236,282.62866,285.6931,0.38653928,0.48198956,0.50242805,-0.0036541775,99034.875,0.0,USA,"Monmouth, Illinois"
2009,6,295.26587,0.007612027,21891100.0,32515992.0,17732264.0,-4531672.0,0.6382544,289.74292,290.37988,0.38321346,0.17446595,0.19370884,-0.004449535,98668.5,0.0,USA,"Monmouth, Illinois"
2009,7,294.11865,0.0035427401,21380944.0,31722384.0,17063368.0,-4764183.0,0.5459844,289.2119,292.4331,0.35547882,0.4949361,-0.25126445,-0.004338298,98974.25,0.0,USA,"Monmouth, Illinois"
2009,8,294.3921,0.004616305,19066140.0,31981428.0,15277275.0,-4797635.0,0.51449513,289.81396,293.61133,0.3291307,0.40776658,0.9060229,-0.0038466128,99091.375,0.0,USA,"Monmouth, Illinois"
2009,9,291.46606,0.0018309976,15903944.0,30081676.0,13126642.0,-5238520.0,0.51220375,286.51758,292.25464,0.31767762,-1.2767248,-0.45744604,-0.0026439917,99364.375,0.0,USA,"Monmouth, Illinois"
2009,10,282.60083,0.0054931752,8153505.0,27568992.0,6764055.0,-3604107.0,0.74831593,278.50928,286.60718,0.34972817,0.44319683,0.7989304,-0.0014149493,98945.25,0.0,USA,"Monmouth, Illinois"
2009,11,281.15527,0.0024997878,7662445.0,25716540.0,6382584.0,-4595141.0,0.6091978,276.39795,284.2798,0.39768547,-0.31444383,0.6422254,-0.001132776,99264.5,4.6918494e-06,USA,"Monmouth, Illinois"
2009,12,270.6516,0.0031264755,5548667.0,22814368.0,3439452.0,-3277316.0,0.746048,267.07788,277.75073,0.3950327,0.8070532,0.9217523,-0.0004304964,99102.625,0.0013168447,USA,"Monmouth, Illinois"
2012,1,272.30835,0.0008936238,7839889.0,21597042.0,5918364.0,-5017477.0,0.5687604,267.15942,276.09863,0.32548565,1.8105183,0.3755951,-0.0005007547,99089.94,0.00065726717,USA,"Monmouth, Illinois"
2012,2,273.93457,0.001905455,10938001.0,22200774.0,8730439.0,-5160213.0,0.5594832,269.39966,274.9917,0.33902556,0.7805156,0.02264956,-0.0008099687,99383.875,0.00061778654,USA,"Monmouth, Illinois"
2012,3,285.66602,0.0019807399,14961585.0,26865540.0,12394952.0,-5478784.0,0.54840857,279.16284,280.63354,0.34593654,0.26686335,1.8476906,-0.0021219524,98990.19,0.00014240996,USA,"Monmouth, Illinois"
2012,4,285.87305,0.0026994508,18810376.0,26955080.0,15529898.0,-5845355.0,0.5841895,277.56714,284.60596,0.29286873,-0.5842827,0.30802554,-0.0026276393,99005.125,0.0,USA,"Monmouth, Illinois"
2012,5,293.40356,0.0029616242,24152910.0,29626060.0,19724638.0,-6608350.0,0.44882435,284.13745,288.8806,0.2600695,-0.14221072,0.9338281,-0.0038965421,98916.125,0.0,USA,"Monmouth, Illinois"
2012,6,296.61987,0.0018444224,26237452.0,31359840.0,21292476.0,-6716510.0,0.39752412,286.8037,293.16528,0.2203471,-0.0649094,1.3528814,-0.0041637495,98874.125,0.0,USA,"Monmouth, Illinois"
2012,7,301.1643,0.00059304014,24990816.0,34576160.0,20045880.0,-5939948.0,0.36463886,291.2229,298.12183,0.22688025,0.2029658,0.49293602,-0.0042383634,98955.875,0.0,USA,"Monmouth, Illinois"
2012,8,296.8098,0.0021703518,21584620.0,31836492.0,17342736.0,-6478438.0,0.39414352,287.46973,297.24756,0.1951719,-0.19953346,0.23066115,-0.0030010894,99004.125,0.0,USA,"Monmouth, Illinois"
2012,9,290.92212,0.004232999,17807476.0,28791428.0,14757116.0,-6459874.0,0.4070595,283.71777,294.5735,0.19830173,0.13031739,-0.2714938,-0.0026428606,99149.25,0.0,USA,"Monmouth, Illinois"
2012,10,284.23462,0.0022986033,11841618.0,26131928.0,9832911.0,-5933212.0,0.49801302,277.31665,289.28125,0.19960904,1.2663422,0.53629583,-0.0013029056,98959.31,0.0,USA,"Monmouth, Illinois"
2012,11,278.4646,0.0008862426,8407662.0,23719668.0,6973485.0,-5534235.0,0.53904176,272.6565,283.51904,0.20479864,0.36325097,1.1947975,-0.0007641283,99584.31,8.884557e-05,USA,"Monmouth, Illinois"
2012,12,274.65967,0.0024449278,5761454.0,23725372.0,4225328.0,-3964367.0,0.7309224,270.78345,279.87598,0.2180379,0.69182765,0.21548301,-0.00048853015,99036.06,0.00042353617,USA,"Monmouth, Illinois"
1999,1,259.93774,0.0018055022,2830267.0,19006100.0,1274901.0,-2952784.0,0.78241825,256.35132,273.51587,0.3596549,1.0441551,-0.09534186,-0.00015574247,92117.06,0.0016754176,Canada,"Alberta, Beaverlodge"
1999,2,265.25073,0.00073518,6560058.0,19373708.0,3083915.0,-4173786.0,0.65242904,261.3772,273.23755,0.36101562,0.3429036,0.6462675,-0.00019583883,91378.75,0.00071948324,Canada,"Alberta, Beaverlodge"
1999,3,270.0315,0.0005196389,12456866.0,20241200.0,6378513.0,-4996541.0,0.7037733,265.13696,272.97314,0.35853308,-0.03955514,0.26859355,-0.00045952713,91955.44,0.0004966401,Canada,"Alberta, Beaverlodge"
1999,4,277.35596,0.0012413699,17233400.0,22686212.0,12971283.0,-5688258.0,0.61953676,270.22632,273.03564,0.40449804,1.4615726,0.28009462,-0.0016257591,92486.125,0.0006512387,Canada,"Alberta, Beaverlodge"
1999,5,281.45068,0.0016970027,20681926.0,24186376.0,17569026.0,-6154554.0,0.66383,273.00244,276.41382,0.38589,1.6438322,0.4700399,-0.0025863615,92251.875,0.00013034386,Canada,"Alberta, Beaverlodge"
1999,6,286.03198,0.0015147126,22569584.0,26298716.0,19151452.0,-6371364.0,0.63446563,277.9917,281.93652,0.33871776,1.6352167,0.35146844,-0.0027178659,92227.625,6.277891e-06,Canada,"Alberta, Beaverlodge"
1999,7,287.83252,0.0017228103,21491268.0,27129104.0,18104830.0,-6356373.0,0.5437551,279.31567,284.77515,0.33440763,1.9473219,0.06419659,-0.0026760371,92562.875,0.0,Canada,"Alberta, Beaverlodge"
1999,8,289.19434,0.0015828209,18682888.0,27842408.0,15841494.0,-6248156.0,0.49996197,280.89038,286.63696,0.32732314,1.2083273,0.24041396,-0.0024302346,92518.625,0.0,Canada,"Alberta, Beaverlodge"
1999,9,283.29468,0.00080556795,13127908.0,24895190.0,11194460.0,-6446698.0,0.5294048,275.7649,284.47852,0.3399617,2.4167318,0.7159484,-0.0015501427,92582.375,8.685305e-05,Canada,"Alberta, Beaverlodge"
1999,10,278.0564,0.0004669621,8287778.0,22125224.0,7107200.0,-6571095.0,0.5005489,270.3706,279.83838,0.34120834,2.7603712,1.3524418,-0.00078995014,92388.94,0.00012776784,Canada,"Alberta, Beaverlodge"
1999,11,270.13647,0.0010590986,3384307.0,21264776.0,2188830.0,-4249286.0,0.6901717,266.37354,275.85913,0.3381657,1.4623775,0.9208022,-0.00023639666,91996.875,0.0006753523,Canada,"Alberta, Beaverlodge"
1999,12,270.43774,0.0007654156,2096250.0,20437404.0,1430418.0,-5114631.0,0.6173184,264.8684,273.57544,0.34506887,3.0107985,0.97837144,-0.00035179383,92187.31,0.0007532246,Canada,"Alberta, Beaverlodge"
2014,1,276.51196,0.00010177582,11354931.0,21627348.0,9711535.0,-6573521.0,0.41717565,265.96606,278.8401,0.24810076,0.57150185,-0.48644704,-0.0006294914,98952.25,2.5539324e-05,China,"Henan province, Yuzhou"
2014,2,274.10156,0.0011721759,11084707.0,23432010.0,6884427.0,-3952903.0,0.65245056,270.2207,278.125,0.2553289,-0.75433874,-1.1175671,-0.00058572507,99048.94,0.00094562094,China,"Henan province, Yuzhou"
2014,3,285.0525,0.00037254137,17383190.0,25727804.0,14576921.0,-6379071.0,0.50413483,275.4834,282.0642,0.2407785,-0.15558398,0.32731926,-0.0015622033,98439.56,2.9183338e-06,China,"Henan province, Yuzhou"
2014,4,288.8899,0.0023343016,17705252.0,28701360.0,14752666.0,-5396471.0,0.6027786,281.81738,287.10083,0.2367627,-0.5337343,-0.11264694,-0.0022381106,98163.5,0.0,China,"Henan province, Yuzhou"
2014,5,295.06616,0.0015856924,21869416.0,30251196.0,18403790.0,-6571839.0,0.6126404,283.79883,290.84106,0.23192352,0.7305055,0.40274298,-0.003334614,97508.06,0.0,China,"Henan province, Yuzhou"
2014,6,298.43213,0.0011769647,21052700.0,34116164.0,17454648.0,-5200760.0,0.67587394,290.13916,296.04346,0.22450757,-0.49905306,0.19847953,-0.0028781556,97176.94,0.0,China,"Henan province, Yuzhou"
2014,7,300.58008,0.0015412052,21936072.0,35530830.0,18052016.0,-4817382.0,0.43311357,293.35864,298.57422,0.21486425,-0.48185718,0.75480956,-0.0033846837,97102.69,0.0,China,"Henan province, Yuzhou"
2014,8,297.58887,0.0020805192,16775444.0,34667784.0,13795378.0,-4045898.0,0.64440024,292.39526,298.67114,0.2136547,-0.49131918,-0.28595936,-0.0027995964,97477.31,0.0,China,"Henan province, Yuzhou"
2014,9,293.20898,0.007256616,11718205.0,32731924.0,9744167.0,-3297704.0,0.6769931,290.0337,295.45044,0.302652,-0.7424699,-0.713586,-0.0023175727,97950.25,0.0,China,"Henan province, Yuzhou"
2014,10,289.64746,0.0012837439,12508778.0,29306232.0,10593668.0,-4841656.0,0.51655656,284.04468,292.60303,0.34229547,-0.021927528,-0.35958844,-0.0020216007,98519.81,0.0,China,"Henan province, Yuzhou"
2014,11,282.1609,0.0009128619,9730290.0,25158402.0,8253026.0,-5450938.0,0.54090494,275.82007,287.1941,0.32071048,0.5872406,-0.6366604,-0.0011593506,98853.06,0.0,China,"Henan province, Yuzhou"
2014,12,276.41504,4.0511703e-05,10240657.0,20531894.0,8683705.0,-7252837.0,0.3587923,263.37402,281.02954,0.30052668,1.9299917,-1.102067,-0.00089785643,99283.75,1.5029147e-05,China,"Henan province, Yuzhou"
2015,1,276.27222,0.0003572842,10414531.0,22142544.0,8694355.0,-5919760.0,0.46857202,266.95703,279.7202,0.26519465,0.33244455,-0.6780915,-0.0005867989,99149.25,0.0002786438,China,"Henan province, Yuzhou"
2015,2,278.0896,0.00018577665,13374111.0,22585932.0,11260490.0,-6367465.0,0.45093828,268.26782,279.07373,0.26624995,0.2950034,-0.47053093,-0.0009075792,98816.94,7.646564e-05,China,"Henan province, Yuzhou"
2015,3,283.09204,0.0012656399,15629691.0,25824606.0,13103222.0,-5577020.0,0.65794504,275.00513,281.78003,0.2577154,-0.26374638,0.04131888,-0.0015180288,98571.75,1.4686375e-06,China,"Henan province, Yuzhou"
2015,4,288.2168,0.0014472851,18971014.0,27640404.0,15800664.0,-5888887.0,0.59532654,280.45117,285.38794,0.24222487,-0.09438479,-0.15484822,-0.002534907,98111.94,0.0,China,"Henan province, Yuzhou"
2015,5,294.1267,0.0022549534,21490184.0,30971308.0,18108284.0,-5763559.0,0.5968762,286.4214,291.05054,0.2347278,0.0026843515,-0.015371885,-0.0033245906,97481.25,0.0,China,"Henan province, Yuzhou"
2015,6,297.27954,0.005040992,18089478.0,33732064.0,14996793.0,-4590432.0,0.72235554,289.4353,295.00708,0.25256735,-0.09434128,0.054613408,-0.0030002,97142.69,0.0,China,"Henan province, Yuzhou"
2015,7,299.3772,0.0030045765,21298768.0,35083360.0,17511522.0,-4129875.0,0.49037623,294.5276,296.5442,0.2814623,-0.39481783,0.638112,-0.004336413,97132.31,0.0,China,"Henan province, Yuzhou"
2015,8,298.77466,0.0027856785,18661544.0,34946584.0,15336672.0,-4195489.0,0.55568004,294.08813,298.6411,0.23799711,-0.384741,-0.18460149,-0.0034617684,97387.56,0.0,China,"Henan province, Yuzhou"
2015,9,294.71655,0.0015477745,15059279.0,32375128.0,12511823.0,-4453980.0,0.6131307,289.19434,296.27222,0.23494959,-0.8576349,-0.3307621,-0.0024908776,98048.44,0.0,China,"Henan province, Yuzhou"
2015,10,289.57617,0.0018986452,13967236.0,28241260.0,11836882.0,-5987643.0,0.4163888,281.0078,293.40552,0.24435109,0.40055114,-0.62108,-0.0018478576,98557.375,0.0,China,"Henan province, Yuzhou"
2015,11,279.02197,0.0022762248,6636498.0,26967156.0,4625181.0,-2713221.0,0.75701225,276.93677,286.54492,0.28662688,-0.6681479,-0.7929143,-0.0007211375,98947.25,0.0006888353,China,"Henan province, Yuzhou"
2015,12,276.5869,3.3569682e-05,9621175.0,21898808.0,8188556.0,-6252596.0,0.39277136,268.67676,281.0791,0.3027861,0.90493065,-0.7955167,-0.0007854856,99246.25,1.4686048e-06,China,"Henan province, Yuzhou"
2002,1,272.89185,0.0009555735,4819840.0,21816320.0,3736299.0,-4578259.0,0.556978,270.0381,274.48706,0.46146965,1.1444321,1.3666763,-0.00036263582,94440.31,4.7699927e-05,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,2,277.41553,0.0039151832,6242447.0,24660966.0,5120260.0,-3830312.0,0.7643669,274.11646,276.99878,0.4618677,2.8196878,1.7244606,-0.00081336475,93555.0,0.0011345872,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,3,278.81372,0.0029271822,12697673.0,23678688.0,10792600.0,-5575193.0,0.5825944,273.5703,277.67017,0.46798164,0.4007256,-0.1523071,-0.0013587798,93760.0,0.00030711037,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,4,280.52173,0.0021521517,16901104.0,24293216.0,14273420.0,-5899900.0,0.61060935,274.66895,278.7771,0.42190617,-0.4163726,-0.6852937,-0.0020102768,93458.56,2.7634698e-05,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,5,285.14966,0.0051632784,16829716.0,27610572.0,13939725.0,-4658193.0,0.7185551,280.5625,282.36035,0.43556386,0.41397804,-0.2897687,-0.00265779,93523.5,0.0,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,6,290.6848,0.0029949402,21988528.0,28941590.0,18212080.0,-5789568.0,0.5688207,284.58325,286.24683,0.4354983,0.47405994,-0.3478027,-0.0037405123,93796.31,0.0,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,7,289.78394,0.003996037,18309140.0,29480536.0,15279066.0,-4989084.0,0.59516716,284.9204,287.57886,0.3900953,0.7620854,-0.16771364,-0.0029539883,93688.125,0.0,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,8,289.63672,0.0050392933,16356021.0,29739676.0,13774072.0,-4778442.0,0.64515746,286.25146,288.58667,0.40233922,0.26795834,-0.5800636,-0.0026478285,93661.75,0.0,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,9,284.5149,0.00416629,12062058.0,27507844.0,10221499.0,-4603103.0,0.6219963,281.2881,286.9983,0.42376918,-0.73318326,-0.96352124,-0.0018017357,93859.69,0.00013085728,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,10,281.4834,0.004460033,7557657.0,26514076.0,6491834.0,-3989351.0,0.82516956,278.65283,283.02783,0.46512812,1.451314,1.2114496,-0.0011858111,93492.875,0.0,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,11,278.81763,0.0051222034,3599609.0,26235764.0,3124247.0,-2943611.0,0.8768056,277.44043,280.93726,0.48122418,0.93784326,0.76685405,-0.00055993046,93069.5,5.159482e-05,Germany,"Ihinger Hof, University of Hohenheim experiment station"
2002,12,275.2705,0.002254941,2737279.0,25214984.0,2403928.0,-2614276.0,0.85796696,273.89648,277.47998,0.45661336,0.08039391,0.5612416,-0.00033791712,93529.875,7.463097e-05,Germany,"Ihinger Hof, University of Hohenheim experiment station"
1999,1,274.18994,0.0017116729,5115907.0,23970032.0,4230520.0,-3460796.0,0.703031,272.46362,275.8335,0.3462519,-0.4283396,0.35939652,-0.00038655824,100772.5,0.00054191705,Serbia,"Belgrade, Zemun Polje"
1999,2,275.11963,0.0020659107,8575183.0,23473674.0,6174016.0,-4032225.0,0.7211105,271.25146,275.74268,0.37336242,1.7052288,0.4620598,-0.0008413561,100156.44,0.00075359107,Serbia,"Belgrade, Zemun Polje"
1999,3,281.86255,0.0011596181,13426783.0,24638424.0,11672902.0,-5714736.0,0.5678684,275.7102,279.31348,0.35464728,-0.26222742,0.3595196,-0.0017563691,100286.31,4.8823218e-05,Serbia,"Belgrade, Zemun Polje"
1999,4,286.64087,0.002609085,16627010.0,27299188.0,14085592.0,-5416411.0,0.62729186,281.14062,283.3208,0.3064646,0.8219847,0.24653572,-0.002567704,100168.06,0.0,Serbia,"Belgrade, Zemun Polje"
