,month,year,month_of_year,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,RH2M,WS2M,PS,QV2M,DISPH
428,2016-9,2016,9,21.87,32.03,13.5,5.27,16.18,20.0,68.94,3.1,99.85,11.11,0.01
429,2016-10,2016,10,17.88,27.08,10.14,5.27,11.83,14.88,76.31,3.77,100.02,9.83,0.01
430,2016-11,2016,11,13.73,21.44,5.3,0.0,8.22,10.52,81.12,4.07,100.0,8.18,0.01
431,2016-12,2016,12,8.64,15.95,0.84,0.0,7.52,8.82,75.62,3.7,100.84,5.31,0.01
432,2017-1,2017,1,5.89,13.32,-2.58,0.0,6.24,9.84,79.38,4.07,99.97,4.7,0.01
433,2017-2,2017,2,10.32,17.62,2.82,0.0,10.85,13.49,83.0,3.67,100.2,6.53,0.01
434,2017-3,2017,3,12.62,22.76,4.8,0.0,17.38,19.55,72.94,4.68,99.83,6.53,0.01
435,2017-4,2017,4,14.37,23.82,5.48,0.0,20.12,24.3,70.31,4.57,99.85,7.08,0.01
436,2017-5,2017,5,19.64,29.58,8.8,0.0,24.53,28.14,61.81,3.93,99.75,8.42,0.01
437,2017-6,2017,6,26.55,37.31,16.89,0.0,27.36,29.34,47.81,3.25,99.68,9.83,0.01
438,2017-7,2017,7,28.83,39.63,20.33,0.0,27.22,28.59,41.44,3.98,99.59,9.7,0.01
439,2017-8,2017,8,29.07,40.84,19.08,0.0,24.23,24.81,44.19,4.13,99.72,10.44,0.01
440,2017-9,2017,9,22.3,33.69,13.98,0.0,17.84,20.49,62.38,3.7,99.75,10.25,0.01
441,2017-10,2017,10,17.67,26.37,8.84,0.0,13.68,15.36,68.06,3.78,100.11,8.48,0.01
442,2017-11,2017,11,12.94,19.8,4.5,5.27,7.93,10.72,77.94,3.92,99.73,7.32,0.01
443,2017-12,2017,12,8.65,17.58,1.82,0.0,6.62,8.82,78.12,4.53,100.07,5.55,0.01
444,2018-1,2018,1,9.88,16.94,3.46,0.0,7.41,9.87,83.06,4.38,100.07,6.41,0.01
445,2018-2,2018,2,8.62,16.1,-2.56,5.27,8.76,13.51,81.0,4.58,99.26,5.8,0.01
446,2018-3,2018,3,11.51,20.05,1.06,0.0,13.04,18.82,81.19,5.12,98.89,6.96,0.01
447,2018-4,2018,4,16.71,27.91,5.73,0.0,21.16,23.82,72.56,3.52,99.77,8.36,0.01
448,2018-5,2018,5,20.63,30.78,10.36,0.0,22.6,27.45,67.88,3.05,99.52,10.01,0.01
449,2018-6,2018,6,23.98,33.23,17.59,0.0,24.26,28.98,62.44,3.9,99.39,11.35,0.01
450,2018-7,2018,7,27.24,35.62,19.5,0.0,27.15,28.36,54.69,4.05,99.47,11.9,0.01
451,2018-8,2018,8,27.49,35.69,20.12,0.0,21.88,24.51,58.25,2.74,99.61,12.88,0.01
452,2018-9,2018,9,24.28,32.29,14.11,0.0,19.03,20.46,55.88,3.62,99.99,10.44,0.01
453,2018-10,2018,10,19.2,26.15,11.67,5.27,11.85,14.64,76.5,4.02,99.96,10.56,0.01
454,2018-11,2018,11,14.65,21.58,5.55,0.0,7.12,10.42,84.06,4.23,99.93,8.97,0.01
455,2018-12,2018,12,9.73,17.89,2.26,0.0,6.56,8.68,79.75,4.09,100.12,6.04,0.01
456,2019-1,2019,1,7.01,14.4,-0.42,0.0,7.18,9.92,77.06,4.52,99.22,4.88,0.01
457,2019-2,2019,2,9.01,15.76,2.64,0.0,11.0,13.77,76.31,5.5,100.21,5.55,0.01
458,2019-3,2019,3,12.46,21.43,3.98,0.0,16.46,19.31,74.06,4.19,99.96,6.59,0.01
459,2019-4,2019,4,14.61,25.34,7.27,0.0,19.01,23.87,74.12,4.23,99.58,7.57,0.01
460,2019-5,2019,5,17.1,25.2,7.19,0.0,20.93,28.06,68.75,4.08,99.42,8.24,0.01
461,2019-6,2019,6,26.13,35.4,13.13,0.0,27.51,29.32,55.5,3.57,99.73,11.11,0.01
462,2019-7,2019,7,28.03,37.89,18.07,0.0,26.07,28.3,49.0,3.79,99.46,11.05,0.01
463,2019-8,2019,8,29.15,38.73,21.23,0.0,24.49,25.07,47.88,3.69,99.68,11.47,0.01
464,2019-9,2019,9,24.67,32.3,16.01,0.0,17.75,20.0,58.69,3.31,99.86,11.11,0.01
465,2019-10,2019,10,20.43,29.36,12.19,0.0,13.82,15.21,68.06,2.77,99.92,9.95,0.01
466,2019-11,2019,11,16.11,23.83,9.54,5.27,8.16,10.53,76.69,5.09,99.32,8.79,0.01
467,2019-12,2019,12,11.37,17.55,2.64,0.0,6.03,8.49,80.31,5.14,99.84,6.96,0.01
468,2020-1,2020,1,8.63,16.74,1.94,0.0,8.72,9.76,80.69,3.91,100.69,5.62,0.01
469,2020-2,2020,2,10.37,20.96,3.63,0.0,12.35,14.04,72.0,4.53,100.16,5.68,0.01
470,2020-3,2020,3,11.57,22.51,2.15,0.0,14.86,19.28,74.06,4.2,99.7,6.29,0.01
471,2020-4,2020,4,14.46,24.42,3.71,0.0,20.27,24.43,67.38,3.91,99.81,6.77,0.01
472,2020-5,2020,5,19.13,30.16,9.75,0.0,22.4,27.5,62.31,4.61,99.82,8.36,0.01
473,2020-6,2020,6,23.0,34.65,13.29,0.0,25.68,29.63,59.0,3.71,99.46,9.95,0.01
474,2020-7,2020,7,26.95,37.21,17.98,5.27,27.35,28.65,50.75,3.82,99.57,10.8,0.01
475,2020-8,2020,8,26.58,34.65,19.08,5.27,23.86,25.15,64.44,3.4,99.43,13.55,0.01
476,2020-9,2020,9,23.86,31.69,14.06,0.0,18.28,20.16,65.12,3.95,99.71,11.84,0.01
477,2020-10,2020,10,17.82,29.56,9.69,10.55,12.85,15.13,72.12,3.7,99.83,9.16,0.01
478,2020-11,2020,11,14.3,20.95,6.78,5.27,8.58,10.42,82.38,3.34,100.45,8.36,0.01
479,2020-12,2020,12,11.19,18.23,3.31,5.27,6.06,8.42,84.19,4.12,99.52,7.08,0.01
480,2021-1,2021,1,8.86,16.49,0.06,1.87,6.74,9.73,81.94,4.53,99.47,6.04,0.01
481,2021-2,2021,2,9.9,18.95,-0.38,14.31,11.38,14.08,82.69,4.27,100.22,6.47,0.01
482,2021-3,2021,3,9.8,19.32,2.18,3.57,15.77,19.27,76.88,4.13,100.07,5.8,0.01
483,2021-4,2021,4,12.59,24.67,2.73,1.28,18.45,24.5,75.06,4.11,99.82,6.9,0.01
484,2021-5,2021,5,18.74,29.05,10.29,0.32,24.57,28.54,66.88,4.02,99.7,8.73,0.01
485,2021-6,2021,6,25.36,38.1,12.08,0.21,26.32,28.89,52.38,3.23,99.8,10.13,0.01
486,2021-7,2021,7,29.55,41.19,21.88,0.32,26.89,28.05,43.94,3.44,99.49,10.62,0.01
487,2021-8,2021,8,29.45,40.58,18.76,0.56,22.72,24.27,46.88,3.44,99.56,11.41,0.01
488,2021-9,2021,9,24.12,32.29,14.4,0.8,17.35,20.05,55.88,2.95,99.94,10.19,0.01
489,2021-10,2021,10,17.83,28.11,10.69,2.56,11.86,14.89,71.38,3.47,99.99,8.97,0.01
490,2021-11,2021,11,15.4,24.53,3.49,3.73,6.85,10.25,84.38,4.34,99.67,9.4,0.01
491,2021-12,2021,12,9.87,17.44,2.84,1.94,6.96,8.73,78.62,4.7,99.64,6.1,0.01
492,2022-1,2022,1,8.26,16.4,-0.68,1.1,8.38,10.01,78.0,4.71,100.18,5.43,0.01
493,2022-2,2022,2,10.05,18.94,4.46,1.97,12.25,14.06,75.31,4.25,100.0,5.8,0.01
494,2022-3,2022,3,9.41,20.45,2.03,1.56,14.45,18.87,71.38,3.96,100.37,5.25,0.01
495,2022-4,2022,4,14.15,24.58,6.21,0.45,20.31,24.57,67.75,4.44,99.49,6.65,0.01
496,2022-5,2022,5,21.23,32.69,10.27,0.7,24.7,27.63,60.38,3.09,99.84,9.03,0.01
497,2022-6,2022,6,27.75,39.73,18.66,0.89,27.17,29.11,48.5,3.55,99.61,10.56,0.01
498,2022-7,2022,7,29.67,39.08,20.03,0.82,27.45,28.4,42.5,3.86,99.71,10.38,0.01
499,2022-8,2022,8,28.02,37.48,19.51,0.68,22.14,24.49,52.88,4.01,99.43,11.96,0.01
500,2022-9,2022,9,24.05,35.31,13.42,1.1,17.67,20.71,56.5,4.25,99.6,10.44,0.01
501,2022-10,2022,10,19.13,28.19,12.9,2.27,13.67,15.26,73.44,3.73,100.34,9.95,0.01
502,2022-11,2022,11,14.84,26.99,6.82,4.13,7.98,10.68,78.06,3.74,99.71,8.24,0.01
503,2022-12,2022,12,12.42,19.82,4.95,1.77,6.38,8.38,88.25,3.38,99.98,8.12,0.01
