time,10m_wind_speed,2m_temperature,precipitation_type,surface_net_solar_radiation,snow_depth,surface_pressure,total_precipitation,volumetric_soil_water_layer_1
1997-02-01,3.2968919774343726,283.0287865800019,0.2574412839058661,10891801.167884883,0.0,100743.88188489006,0.00044058706884777697,0.19852976255435933
1997-03-01,3.782706222145917,284.5860912572196,0.1840812526286852,15386567.46840523,0.0,100281.87646777197,0.0010594620186925754,0.16176444990319527
1997-04-01,3.717248588334293,284.3707726040995,0.2680644578339825,17765775.47054156,5.021238852869142e-06,99878.19283128348,0.0012756144319191944,0.1747981678844162
1997-05-01,2.877177478349107,292.0184238046099,0.07263814500542665,23511049.171730272,0.0,99983.48354741123,0.00014454006224086857,0.11988792950075282
1997-06-01,2.6629009886703177,296.0403759484725,0.16943501687603957,23530449.21024522,0.0,99615.76212461661,0.000510508844821551,0.11466891368982066
1997-07-01,2.7666964749451832,298.40220458541046,0.025506758790657003,23599462.462011505,0.0,99842.5767409168,7.08084459095492e-05,0.08143362391501272
1997-08-01,2.712003656849839,297.744898495498,0.12634100943179388,19790694.244716402,0.0,99930.49206602018,0.0006530416958450136,0.1025059531134957
1997-09-01,2.611834213763615,295.63711248650486,0.18615720979792622,15725273.058871102,0.0,100205.00247680559,0.002680773199084461,0.12283744744051162
1997-10-01,3.2882801248613487,290.68812173843355,0.43006070176475975,10537829.973341674,0.0,99867.25533414463,0.006946561804125494,0.1910080771615911
1997-11-01,3.4065042413243507,287.7110492600996,0.7069074864655498,5905673.236125311,0.0,99652.00123697222,0.004190366413697737,0.24665638610749968
1997-12-01,3.531489417482841,284.29699675551103,0.3763435203923977,5786092.670852851,0.0,99838.42326099065,0.0010618151553840006,0.2381008490657438
1998-01-01,2.6853749021832525,283.2711452500255,0.48656968760610114,6847688.221064196,1.9510004397789134e-05,100265.19332340195,0.0016816985923822666,0.2271016626718354
1998-02-01,3.117176211897323,284.375446187268,0.3437438343623156,10468816.721575389,0.0,100682.23732031955,0.00198189160173121,0.23033590446144908
1998-03-01,4.4820793021551655,283.3946613766215,0.2097229029053111,14574628.15154197,4.641771183835496e-05,100260.86678181222,0.0018690530946709688,0.21186202593154463
1998-04-01,3.0067707510598294,287.65463243470845,0.29028435801785935,18106071.22809882,0.0,99645.49411842127,0.0007980397376880642,0.1769239216760512
1998-05-01,2.858594007007319,291.16282425740536,0.33203257253859697,19541674.078204874,0.0,99724.68713567973,0.0017009719024263198,0.18841515511145637
1998-06-01,2.5286618481241483,296.4446408925477,0.051391797149193896,24722438.461950466,0.0,100038.37870710177,9.445186695196308e-05,0.11634961369673102
1998-07-01,2.6828819974910614,299.62902016714145,0.04162763998076352,24456880.55768849,0.0,99636.49491191462,0.00013434313657802654,0.0900112754305437
1998-08-01,2.432496161058716,300.22022843795656,0.06457770441037342,20281419.809119068,0.0,99765.39123895596,0.0004177280267025048,0.08564919547839807
1998-09-01,3.350829369865416,295.4247982797073,0.2236389744122236,15746581.297895717,0.0,99727.38689763173,0.00037985373138337735,0.09754125375097761
1998-10-01,3.044466491708416,291.9105975643652,0.3991647323080547,10851728.957181878,0.0,100075.37929077717,0.0017475864197421692,0.1601196859161695
1998-11-01,3.448241509276944,285.7998875715527,0.4013695419912487,6893803.066714479,9.900656455695371e-05,99836.48497035845,0.005344411879649498,0.19860716321257232
1998-12-01,3.6801194169339317,282.4933274798396,0.3696288727208525,5666512.105580393,1.1882320949537731e-06,100425.93299654374,0.001661865011697398,0.2352867822778577
1999-01-01,3.458666383444289,282.7637276488742,0.3723204585678685,6976491.755466711,9.053561962196082e-05,100105.49202024171,0.0018464181607820227,0.22851698899344414
1999-02-01,3.808050753183193,281.7024904422557,0.2886951770124403,10183540.74538019,0.00038740199302250504,99800.38430733372,0.0005999280390957045,0.21713079930847085
1999-03-01,3.3754940178048223,284.68991156903417,0.31323442244746924,14430877.046480399,8.585935137730462e-06,99767.05263092641,0.0011244534130271729,0.19053814459386945
1999-04-01,2.9252980931650385,287.22733340215996,0.39025959189931025,17198721.885752216,0.0,99893.87221800468,0.0012149931485829573,0.18401437483020425
1999-05-01,2.3206553914590513,292.3068506515801,0.3253179248670517,20469059.52590298,0.0,100009.68508327866,0.0002533446206872381,0.1348262565358574
1999-06-01,2.6897185997529793,296.4997224084621,0.07641781874804487,23289061.84577236,0.0,99913.25512432668,0.0003964377423515161,0.0992800042515477
1999-07-01,2.54380813269337,298.0914113047052,0.14379336659941366,22318741.886606745,0.0,99658.9237035158,0.0018367815057599962,0.13388915570963597
1999-08-01,2.2380495950678103,299.300867863239,0.07129235208191864,21114031.298170388,0.0,99707.93476664429,0.00023003736202931342,0.1316970584966756
1999-09-01,2.4970472840731794,295.7399313162118,0.30687769842579316,15466075.822974684,0.0,99816.75594070926,0.0013923748334651437,0.14647781990613232
1999-10-01,2.632532876965444,292.49379397832007,0.29296162691888056,11974386.92370256,0.0,100214.86699163017,0.0006350009812107547,0.126873338904474
1999-11-01,3.0202550991675903,287.3491803919101,0.4194375278366434,7272898.901301634,0.0,100202.75267517893,0.0023233205302441743,0.2024219099387833
1999-12-01,4.06266697333562,284.73764888282665,0.4206544682461985,5857650.18996536,2.8057609467940477e-05,99926.8577710848,0.0009171532759254392,0.20070527391198836
2000-01-01,3.673849383920239,281.4788261049061,0.31591169134849045,7762670.365449468,3.1430655414905768e-06,100548.70294069401,0.0006350009812107547,0.1918124911451617
2000-02-01,3.786974377149214,282.7193286087734,0.29028435801785935,10274498.303007644,1.4182125004286823e-05,100556.80222654999,0.0016456171631137485,0.19544202915350592
2000-03-01,3.171453545877302,284.6344962257505,0.24731920308756658,15160127.674591426,0.0,100333.69112985062,0.0005239553402011233,0.1611673591112666
2000-04-01,3.2531528314713833,288.5579692957055,0.3305722440471308,18646410.005752824,0.0,99465.68304995194,0.0014018994343590074,0.1449602141433136
2000-05-01,2.2379362812181647,293.14475734821815,0.23925876249251332,21647373.340622284,0.0,100005.94695134513,0.000726773312176333,0.12370544053618572
2000-06-01,2.9274888275915094,297.1490166415143,0.07080557591809661,24190686.586589962,0.0,100109.81856183145,0.0002564821362758046,0.0831060309942574
2000-07-01,2.969150552977673,298.86755993804525,0.033567199385710234,23353940.663101032,0.0,99673.94545591535,8.16776963413696e-05,0.07979438854643074
2000-08-01,2.427548122957549,299.91778084148086,0.022829489889635735,21724337.42784551,0.0,99960.88169414646,5.478470558222589e-05,0.08091393378129702
2000-09-01,3.322312051038079,295.4194570418005,0.19030912413640838,15266350.836296216,0.0,99864.55557219264,0.004085595803865239,0.16000358492885003
2000-10-01,2.5884915607367347,291.7847446461849,0.58605814532373,10230927.724703584,0.0,100123.38659625685,0.003548296259323177,0.2213823068917408
2000-11-01,3.032304138513181,288.7405728666461,0.4028298704827148,8115051.392901286,0.0,100002.86645373324,0.000931608258458479,0.19609164182065056
2000-12-01,2.822295803837688,285.39662410958505,0.4193086753226905,5999175.061098987,0.0,100067.31461725391,0.001957239693535328,0.21105761194797404
2001-01-01,3.239592940797192,284.35575037248645,0.5496787855510297,6321342.913814412,0.0,100034.19061484291,0.003862496034692508,0.24518024498300933
2001-02-01,3.5775703830051615,283.27381586897894,0.3482679892966616,10595075.98863168,3.7793446633045376e-05,100069.94515454047,0.0010717879727905164,0.22858609672399144
2001-03-01,2.985732146309065,287.29409887599564,0.3468076608051955,14429922.946225565,0.0,99613.92767098256,0.0010549798535660513,0.1864967245114633
2001-04-01,3.1745885623841485,286.630783893438,0.21668093865876736,18451455.520348527,1.8283442235256242e-05,99597.00224028353,0.0009994010059971542,0.20014135483072237
2001-05-01,2.6352901806401405,292.19802292922793,0.3037136533609498,20832253.689576242,0.0,99798.44601670152,0.0006302947078279044,0.1381517205297935
2001-06-01,3.093266989622218,295.80970123637013,0.08191552601003504,24418716.547495157,0.0,99858.01384130896,0.0001109238237919385,0.09100919105964674
2001-07-01,2.786224228367347,299.08254476379625,0.020137904042619725,23311960.25188836,0.0,99774.0097098027,2.7779660694918825e-05,0.08354002754209446
2001-08-01,2.596536844061533,299.79626767909986,0.03088993048468902,21046926.24691377,0.0,99822.8130989349,7.215309544750638e-05,0.0824785328008879
2001-09-01,2.9823327308197136,294.86663891844086,0.14586932376865475,15939309.549372071,0.0,99768.67941056415,0.00032774856178753586,0.08711427936600086
2001-10-01,2.22668043882009,293.398799976163,0.29163015094136735,12252666.164695648,0.0,100462.8643555537,0.00015798655762044042,0.08677703364093002
2001-11-01,4.145046142027572,287.0203604332693,0.333378365462105,7684752.177971403,2.0698236492743775e-06,100061.98431801535,0.0010913974452190587,0.12393211389238087
2001-12-01,4.457830138331125,281.24013953594346,0.41393982057465323,5724712.221125234,0.00028065275481456236,100080.50191601942,0.0024828856087484273,0.191113120912023
2002-01-01,3.1612552994092478,281.3089079739942,0.3468076608051955,7528279.7361787185,7.252048785975863e-05,100938.68009342621,0.0006110213977838512,0.19376685776503935
2002-02-01,3.1322847251833297,284.934607030642,0.4761899017598958,9777730.103657698,0.0,100256.43640322433,0.0008702025962251006,0.19174614772383627
2002-03-01,3.619307650957755,285.9754807677406,0.3790351062394137,13966548.25579479,4.714598312235974e-06,99943.61014012025,0.0013376924189215512,0.17629642348268168
2002-04-01,2.9776868629842665,287.4339725436815,0.4013695419912487,17273459.7390475,0.0,99661.06966814431,0.0029027524269755614,0.20304387951370903
2002-05-01,2.9300195035669154,291.7096334881198,0.33874722021014225,20792817.545709796,0.0,99834.37361806266,0.0014398857838062982,0.16960955947492487
2002-06-01,2.5968390143272533,297.0338461991477,0.08752776883998331,23453167.08960371,0.0,99924.67719412358,0.0002721697142186387,0.10144998699073295
2002-07-01,2.9982722123364507,299.06985932376745,0.21643755057685632,21293720.179497354,0.0,99604.23621782157,0.0019706861889149004,0.10366143436824657
2002-08-01,2.5431660208787146,298.27501635775343,0.1384245118513764,19162260.21019944,0.0,99660.68893248441,0.0007429091066318196,0.1286452611157068
2002-09-01,2.629964429706823,294.07947398191794,0.33605563436312624,14574946.184960248,0.0,99788.30460321518,0.0016609685786720934,0.17682440654406306
2002-10-01,2.7879617073952376,291.04999060662306,0.3696288727208525,11235913.326461477,0.0,100029.62178692415,0.0012845787621722422,0.18099574915989816
2002-11-01,3.5684675037503424,288.3089340782983,0.5500510261468936,7111019.891398226,0.0,99851.57594742344,0.0019197015606006898,0.1609185712812963
2002-12-01,2.8266017301242,284.6812320574355,0.7003216913079575,4647215.0,0.0,99852.30280641052,0.0057175521264326195,0.25054853349192363
2003-01-01,3.9967938554086313,283.7301578826459,0.3991647323080547,6418025.072970869,8.279294597097293e-06,99652.62425896114,0.003720747562566187,0.24451681076975523
2003-02-01,4.100627112966713,279.896484375,0.382442539386168,9477824.59022172,0.00020958880952281177,100105.11128458183,0.0019802107898087636,0.23929503064960117
2003-03-01,3.5329247262450116,283.85233869976526,0.24195034833952933,15176983.445760151,1.621361858598208e-05,100410.04593582623,0.0006212183234466937,0.19729964495061736
2003-04-01,3.3256359239610003,286.32800246959306,0.36938548463894144,18049461.27964537,4.6187731432880026e-05,99891.7954780416,0.0017978987232874007,0.19624367882785462
2003-05-01,2.525224661351582,293.04694592904883,0.14513915952292167,21851232.76173836,0.0,99999.43983279417,0.0005746038061308443,0.13070743579523825
2003-06-01,2.2667557703112227,298.7133316934848,0.07361169733307071,23788056.27905025,0.0,99855.62559035144,0.00024348385740888528,0.10099664027834265
2003-07-01,2.5286618481241483,300.34708283824443,0.01879211111911172,23825902.25582531,0.0,99777.81706640167,0.0001133890146115266,0.08086141190608107
2003-08-01,2.4882465750840805,300.24092573484563,0.11023444518768216,19897553.473257747,0.0,99867.80913146812,0.0022688622239569077,0.13521878844536606
2003-09-01,2.9551374069049015,294.8329223541539,0.22912236472821898,15545902.210962415,0.0,100152.49556807258,0.001004779604148983,0.1244766828090936
2003-10-01,3.259876119883656,291.48129556760165,0.3924500846365095,10103078.290555902,0.0,99807.61828487176,0.0036729004498405435,0.173626100774334
2003-11-01,3.125523665487842,288.1563749705837,0.5194127617180944,7505381.330062715,0.0,100305.30901702197,0.000935193990559698,0.19244551795697495
2003-12-01,3.954527789491028,283.67374105725474,0.5295348425363939,5054297.775395602,0.00018110956931150055,100085.79760292525,0.004871319350544892,0.23498823688189338
2004-01-01,4.199814502689346,281.92682243434365,0.3991647323080547,7213108.618665405,0.00011533517334567315,99496.38418907269,0.001453444333314033,0.23061786400208206
2004-02-01,3.63131891902013,283.1145802138808,0.34192558222098024,10173363.6759953,2.0698236492743775e-06,100299.42492045993,0.0006131504262189501,0.210546214741924
2004-03-01,3.31351134204898,284.1441038204273,0.3749977274688897,13222668.090442982,6.82275202908934e-05,100342.13653903377,0.0018213180360734885,0.21358419057678335
2004-04-01,3.148753004665077,287.46234787006165,0.4902348257807612,15852486.42618223,0.0,99629.5032207056,0.002137534785749755,0.21043564237304832
2004-05-01,3.2241067146790354,289.88626839766675,0.31323442244746924,20472875.926922314,0.0,99739.95117440831,0.001284242599787753,0.1860793138189576
2004-06-01,2.3336864841682323,295.6955322761111,0.20422519564332092,22233190.897090014,0.0,99875.38923233334,0.0011864193459013672,0.15909136288562567
2004-07-01,2.595252620432223,299.14563813657094,0.06323191148686541,23294150.380464803,0.0,99798.44601670152,0.000957716870320481,0.10115973452243429
2004-08-01,2.648396815915751,298.4162253349159,0.08874470924953842,21314074.318267133,0.0,99770.51386419819,0.0002160305960089261,0.1041037238437493
2004-09-01,2.5589921885458065,295.20914579921805,0.24169264331162355,15634315.501243647,0.0,100088.32430321365,0.0008467832834390125,0.09675066131351649
2004-10-01,2.301694207285113,293.4308474036041,0.42602332299423573,11600379.623807851,0.0,100060.39215071034,0.001319427596030966,0.15421235710898623
2004-11-01,3.424823313683634,286.8671336708164,0.45275306116646385,6709661.717531624,0.0,100006.43152400319,0.004255021645647845,0.2108005311903381
2004-12-01,3.493189336302814,285.19566003333955,0.5927727929952753,5275649.03451696,0.0,100132.17812876719,0.004810698067208656,0.2349771796450058
2005-01-01,3.4899410059463225,281.7195156380838,0.3709746656443605,6961862.218225931,0.0005499598096256953,100164.43682286024,0.0018989715468905163,0.23688455300811131
2005-02-01,3.719326008911119,280.69566709681334,0.485109359114635,9297181.608639922,0.0004756761386572957,99657.05463754902,0.002291160995461365,0.24262602326198107
2005-03-01,2.974438532627775,284.11172256561696,0.3857354369649642,14634736.467596477,9.820163313779156e-05,100000.82432610288,0.0009606302776527216,0.21344597511568875
2005-04-01,3.227846071717322,286.9008502351034,0.31531037961671027,18696341.252422445,1.5332027031662778e-06,99910.3823007111,0.0008959750457026134,0.18979730972240239
2005-05-01,2.9918510941898977,292.2828150809992,0.19225622879169657,21356690.79631636,0.0,99888.99187909145,0.0007315916396873462,0.11895359298375331
2005-06-01,2.5946482799007824,295.70554709718647,0.17504725970598783,22467263.492942486,0.0,99975.0727505608,0.0004179521349588311,0.10274921232502221
2005-07-01,2.9188769750184855,298.9523520898166,0.09143629509655443,23034953.144568384,0.0,99691.11317294341,0.00032797267004386213,0.0859864412034689
2005-08-01,2.7919654634160294,297.2518354712213,0.12231794760726467,19294244.078784734,0.0,99738.63590576504,0.0006411639582597252,0.10610231941117723
2005-09-01,2.445489482484682,295.1927882581283,0.33753027980058714,14908245.207315398,0.0,100028.20268128272,0.0020728795537996465,0.15794970317698426
2005-10-01,2.630039972273253,290.6911261847561,0.47448618518651864,10714020.487067584,0.0,100451.19999942777,0.0024144205364407738,0.20896226555777986
2005-11-01,2.8829564846810047,286.44784649512815,0.6027803382456167,7273534.968138189,4.802757467667947e-05,100111.75685246364,0.002253622862526726,0.211135012606187
2005-12-01,3.737154054588607,283.08854167908487,0.4112482347276372,5741567.992293958,4.051488143116543e-05,99958.11270752904,0.004489662990021376,0.23919551551761306
2006-01-01,3.5373817376643837,281.20108173374956,0.5053678376972289,6375408.594921641,0.00020268939735856406,100437.87425133139,0.00169917903637571,0.23483067125624554
2006-02-01,3.865198704687513,282.24195547084815,0.4434756801618555,9117492.727312956,7.654514495556981e-05,99646.80938706454,0.004558240116457193,0.23170976614472943
2006-03-01,3.7682775919577804,283.7571978995494,0.358891163224778,13005769.299177513,3.4458730753659204e-05,99516.42472971634,0.001502972257962123,0.23707529034442187
2006-04-01,2.7378392145689108,287.702369748501,0.3249456842711878,17821113.2853219,3.0664054063338567e-07,99701.25458642974,0.0015696444642191673,0.19440264888607453
2006-05-01,2.5305881835681143,292.11923967010176,0.1639373096140494,22867349.533135977,5.749510136874355e-07,100030.00252258405,0.0005768448886941061,0.15877623163432997
2006-06-01,2.4821653984864627,295.4812151050985,0.07495749025657872,23177114.082538567,0.0,100102.68842129158,0.0011398048285855178,0.13546757627533634
2006-07-01,2.6529293699015533,298.6595854870471,0.09680514984459165,22311427.11798636,0.0,99948.87121469337,0.0010498253636705489,0.12621819761888559
2006-08-01,2.771871140745641,297.72019527017875,0.06994655915841064,20339937.958082188,0.0,99513.75958009706,0.000751201112115889,0.12496596554136849
2006-09-01,2.9529089011952157,295.5690117031925,0.25414838632706993,15448583.984969404,0.0,99916.50868360217,0.0015838753384958808,0.10430828272616932
2006-10-01,2.9778001768339117,292.10388361111956,0.3991647323080547,11450267.850380722,0.0,100087.6320565593,0.0008734521659418304,0.14402864193553597
2006-11-01,2.7672630441934087,286.25222365678957,0.38476188463732014,8545350.607831169,0.0,100521.11691151786,0.00036584696536299003,0.1331262063643938
2006-12-01,2.819802899145497,284.2399122753815,0.560430811993099,5459154.316863259,9.199216218997016e-06,100970.00425453589,0.0041077825212415325,0.1996520720984475
2007-01-01,2.829245719949251,283.69877810994313,0.4583796209424069,7671076.740985457,1.5676997639873765e-05,100636.86055212641,0.0003283088324283513,0.21000164582521127
2007-02-01,3.52914759792351,284.1868337236821,0.45531579449952697,9163607.572963238,3.2580557442281506e-06,99828.17801050616,0.0018783535873085062,0.21965461362805827
2007-03-01,3.3325858400725634,285.2901331788171,0.4597110969199201,12784100.006637877,9.467526692051066e-06,99777.57478007264,0.0028318221638483194,0.22895927846894687
2007-04-01,2.1327810287475586,288.04721342086236,0.3292264511236228,18415199.710664853,8.815915543205393e-06,100161.8062855737,0.0027165184659684897,0.2164452506214416
2007-05-01,2.838764083319435,292.53919450052837,0.2513422649120958,20621715.56667633,0.0,99586.37625413915,0.000990436675744106,0.17098618546742708
2007-06-01,2.3788987101766073,296.7327339121487,0.18750300272143422,23213369.89222224,0.0,99730.36355824547,0.0012170101228898933,0.14347854440037944
2007-07-01,2.70244752219644,299.8606963613513,0.009400194546545226,24611126.765553232,0.0,99762.17229201319,1.6238085494119613e-05,0.07801970202597605
2007-08-01,3.093795787587228,299.5565796280297,0.07666120682995592,21324569.4210703,0.0,99679.4834291502,1.2540299264737244e-05,0.07405568260178287
2007-09-01,3.5002903375472374,294.4620401469965,0.12084330216980377,16257024.934231607,0.0,100064.92636629638,0.002795516626323475,0.09955643517373691
2007-10-01,3.0479036784809823,290.23545182582745,0.5161198641392981,9940563.213815939,0.0,100106.56500255597,0.002295082889947073,0.1989140015362023
2007-11-01,3.2987049990286934,285.465726375005,0.4486154637739765,7416650.006363206,3.5263662172822004e-06,100004.63168270185,0.00295440938005875,0.2214514146222881
2007-12-01,3.4830288611179747,282.13513071271103,0.5416326619019711,5807082.876459187,0.00035137172949810066,100418.24905868036,0.0018242314434057292,0.22774574672053627
2008-01-01,3.16669436419221,283.1546394981822,0.46240268276693614,7268764.4668640215,3.0664054063338567e-07,100662.68135233395,0.0009581650868331335,0.21787716279838168
2008-02-01,3.15547629307735,282.53338676414097,0.3289830630417118,10178452.210687745,3.5263662172822004e-06,100991.74079948271,0.0006653676499429545,0.1992070183137229
2008-03-01,3.4343039057706033,285.49777380244615,0.34142448911116346,13589360.621717302,3.0664054063338567e-07,99298.29780892833,0.002644691769815943,0.21248399550647032
2008-04-01,3.1971002471802983,287.5267765523131,0.3236142082936746,17802031.28022523,3.0664054063338567e-07,99625.55741477577,0.0008743485989671351,0.1879866871820631
2008-05-01,2.7268099998701256,291.57343192149494,0.31725748427199846,21423477.8141547,0.0,99900.48317355379,0.000505914625566864,0.12849322410850272
2008-06-01,2.5578590500493563,296.8682678240352,0.14025708093870648,22928729.982863594,0.0,99831.43156978165,0.0006153915087822124,0.10034426330197613
2008-07-01,3.031057686167085,299.953500369983,0.006708608699529217,23259802.7712908,0.0,99744.55461465979,0.00025244818766193304,0.07634729494673137
2008-08-01,2.64552619839141,300.4088409015424,0.002685546875,21418389.279462256,0.0,99694.43595688432,5.803427529895572e-05,0.07615379330119894
2008-09-01,2.934212116003782,294.52646882924796,0.284672115187911,15017012.63636641,0.0,99878.50434227794,0.0029243788737110393,0.1544583806297346
2008-10-01,2.406207347941064,291.8588543221425,0.40454790400208673,11911098.273465276,0.0,100356.25837078267,0.00022835655010686705,0.14242810689606047
2008-11-01,3.1768926106602646,287.88597480154914,0.45422770660392475,7100206.755176781,2.3764641899075463e-06,100022.49164638427,0.0038166658962738003,0.1990218095958561
2008-12-01,4.095830159998405,283.9728503800387,0.4220002611697065,5243209.625852624,2.3764641899075463e-06,100100.43861966491,0.005198965621293795,0.24283334645362298
2009-01-01,3.334738803215819,283.2524509173515,0.5429641378794844,5728210.58872629,3.0664054063338567e-07,99686.19822169747,0.00506394039685726,0.24972753365302172
2009-02-01,4.362797589762143,281.4040487742101,0.36609258706014525,9891268.033982879,0.00021346014634830626,99569.00086311478,0.0012614956117706438,0.22817145034070763
2009-03-01,4.102062421728883,283.9668414873935,0.3951416704835255,13046159.543298796,4.269969528317716e-05,99620.26172786993,0.002827003836337306,0.23339875907930546
2009-04-01,2.804732157142705,287.397585360441,0.5194127617180944,16995180.498054415,0.0,99763.69523465278,0.0027983179795275526,0.23409812931244414
2009-05-01,2.6108521604000248,293.21519492311484,0.10082821166912093,21678858.649031784,0.0,100117.50249969482,0.0006101249647585466,0.17273322889566287
2009-06-01,2.4891908571644557,295.6551391644405,0.1639373096140494,22842860.959928587,0.0,99751.85781686327,0.0017099362326793675,0.14860910231621108
2009-07-01,2.5354984503860662,299.3736422297199,0.05640272824736203,24213266.959287688,0.0,99883.24623186029,0.0003075788187181781,0.13218910553817237
2009-08-01,2.3859619401378156,299.9508297510295,0.04430490888178473,20562561.35087666,0.0,99921.07751152093,0.00021367745931750093,0.08198372145016923
